user_id,transaction_id,transaction_amount,transaction_count_7d,transaction_count_30d,avg_transaction_amount_30d,is_weekend,device_type,location_city,is_fraud,event_timestamp,created_timestamp
81,445,81.52,2,9,89.75,False,mobile,Semarang,False,2026-02-10 16:52:47.293181,2026-03-02 03:05:12.293181
81,2247,83.84,2,8,50.5,False,mobile,Medan,False,2026-02-13 20:03:25.293181,2026-03-02 03:05:12.293181
81,3175,126.2,1,5,79.23,True,mobile,Medan,False,2026-02-28 16:44:11.293181,2026-03-02 03:05:12.293181
81,211,50.54,2,6,74.45,True,mobile,Surabaya,False,2026-03-01 00:44:22.293181,2026-03-02 03:05:12.293181
82,4972,42.28,1,1,42.28,False,mobile,Bandung,False,2026-01-02 06:15:31.293181,2026-03-02 03:05:12.293181
82,1512,157.65,1,2,99.96,True,mobile,Surabaya,False,2026-01-11 04:30:22.293181,2026-03-02 03:05:12.293181
82,3228,47.66,2,3,82.53,True,mobile,Semarang,False,2026-01-17 18:55:22.293181,2026-03-02 03:05:12.293181
82,2932,154.42,2,4,100.5,True,mobile,Semarang,False,2026-01-18 07:09:02.293181,2026-03-02 03:05:12.293181
82,3219,513.07,3,5,183.02,True,web,Bandung,False,2026-01-24 05:13:45.293181,2026-03-02 03:05:12.293181
82,647,151.41,2,6,177.75,False,mobile,Bandung,False,2026-01-29 19:31:30.293181,2026-03-02 03:05:12.293181
82,4618,24.19,1,5,178.15,False,mobile,Medan,False,2026-02-16 15:59:19.293181,2026-03-02 03:05:12.293181
82,3669,30.31,2,5,174.68,False,web,Jakarta,False,2026-02-17 03:50:31.293181,2026-03-02 03:05:12.293181
82,42,64.41,3,5,156.68,False,mobile,Jakarta,False,2026-02-17 12:49:25.293181,2026-03-02 03:05:12.293181
82,180,6.13,4,6,131.59,True,mobile,Surabaya,False,2026-02-22 07:34:28.293181,2026-03-02 03:05:12.293181
82,2486,36.26,2,6,52.12,True,web,Bandung,False,2026-02-28 09:37:06.293181,2026-03-02 03:05:12.293181
82,880,120.83,2,6,47.02,True,web,Medan,False,2026-03-01 22:54:36.293181,2026-03-02 03:05:12.293181
83,2668,368.84,1,1,368.84,False,mobile,Semarang,False,2026-01-07 03:54:37.293181,2026-03-02 03:05:12.293181
83,3095,17.03,2,2,192.94,False,mobile,Semarang,False,2026-01-08 16:47:03.293181,2026-03-02 03:05:12.293181
83,237,398.88,3,3,261.58,False,mobile,Semarang,False,2026-01-09 07:17:34.293181,2026-03-02 03:05:12.293181
83,1452,83.12,1,4,216.97,False,mobile,Medan,False,2026-01-30 12:55:09.293181,2026-03-02 03:05:12.293181
83,571,46.42,1,2,64.77,True,web,Semarang,False,2026-02-08 12:11:19.293181,2026-03-02 03:05:12.293181
83,2644,46.11,2,3,58.55,False,mobile,Bandung,False,2026-02-10 09:48:24.293181,2026-03-02 03:05:12.293181
84,2594,20.15,1,1,20.15,False,web,Surabaya,False,2026-01-01 15:25:41.293181,2026-03-02 03:05:12.293181
84,3609,180.8,2,2,100.48,False,mobile,Bandung,False,2026-01-07 04:29:12.293181,2026-03-02 03:05:12.293181
84,4255,39.59,2,3,80.18,False,mobile,Surabaya,False,2026-01-08 19:20:50.293181,2026-03-02 03:05:12.293181
84,3328,15.43,1,4,63.99,False,web,Bandung,False,2026-01-23 14:44:19.293181,2026-03-02 03:05:12.293181
84,116,212.98,2,5,93.79,False,mobile,Semarang,False,2026-01-30 13:50:05.293181,2026-03-02 03:05:12.293181
84,625,77.05,2,5,105.17,False,mobile,Bandung,True,2026-02-03 10:54:35.293181,2026-03-02 03:05:12.293181
84,99,3.62,1,4,77.27,False,web,Medan,False,2026-02-12 08:00:50.293181,2026-03-02 03:05:12.293181
84,1058,15.36,1,5,64.89,False,mobile,Semarang,False,2026-02-20 20:16:54.293181,2026-03-02 03:05:12.293181
85,3734,33.98,1,1,33.98,False,mobile,Jakarta,False,2026-01-05 00:43:09.293181,2026-03-02 03:05:12.293181
85,4611,42.37,2,2,38.17,False,web,Bandung,False,2026-01-07 07:27:29.293181,2026-03-02 03:05:12.293181
85,2602,10.57,3,3,28.97,False,mobile,Semarang,False,2026-01-09 06:30:26.293181,2026-03-02 03:05:12.293181
85,1833,81.35,2,4,42.07,False,web,Jakarta,False,2026-01-15 10:43:29.293181,2026-03-02 03:05:12.293181
85,973,64.12,2,5,46.48,False,mobile,Jakarta,False,2026-01-21 15:57:27.293181,2026-03-02 03:05:12.293181
85,3094,39.77,2,6,45.36,False,mobile,Surabaya,False,2026-01-22 19:14:18.293181,2026-03-02 03:05:12.293181
85,4827,20.63,1,7,41.83,False,mobile,Surabaya,False,2026-01-29 20:31:06.293181,2026-03-02 03:05:12.293181
85,4986,22.61,2,8,39.42,False,mobile,Semarang,False,2026-01-30 15:41:02.293181,2026-03-02 03:05:12.293181
85,1379,66.03,3,9,42.38,False,web,Medan,False,2026-02-02 08:01:42.293181,2026-03-02 03:05:12.293181
85,406,10.93,1,6,37.35,False,mobile,Bandung,False,2026-02-17 04:15:01.293181,2026-03-02 03:05:12.293181
85,277,63.29,2,7,41.05,False,web,Bandung,False,2026-02-17 22:20:09.293181,2026-03-02 03:05:12.293181
86,4754,106.87,1,1,106.87,False,mobile,Jakarta,False,2026-01-02 11:12:29.293181,2026-03-02 03:05:12.293181
86,397,29.05,2,2,67.96,False,web,Jakarta,False,2026-01-09 06:16:47.293181,2026-03-02 03:05:12.293181
86,1683,38.46,1,3,58.13,True,mobile,Medan,True,2026-01-25 09:30:01.293181,2026-03-02 03:05:12.293181
86,4386,33.57,2,4,51.99,False,web,Jakarta,False,2026-01-30 04:06:36.293181,2026-03-02 03:05:12.293181
86,4530,27.85,2,4,32.23,False,web,Surabaya,False,2026-02-04 00:41:07.293181,2026-03-02 03:05:12.293181
86,1049,14.7,2,5,28.73,True,web,Surabaya,False,2026-02-07 14:31:28.293181,2026-03-02 03:05:12.293181
86,4722,53.7,3,5,33.66,False,mobile,Semarang,False,2026-02-10 23:01:34.293181,2026-03-02 03:05:12.293181
86,2906,150.85,1,6,53.19,False,mobile,Semarang,False,2026-02-19 04:42:06.293181,2026-03-02 03:05:12.293181
87,2362,132.2,1,1,132.2,False,mobile,Surabaya,False,2026-01-26 22:05:12.293181,2026-03-02 03:05:12.293181
87,4378,25.11,2,2,78.66,False,mobile,Jakarta,False,2026-01-29 10:29:32.293181,2026-03-02 03:05:12.293181
87,4090,32.1,3,3,63.14,True,mobile,Bandung,False,2026-01-31 19:04:24.293181,2026-03-02 03:05:12.293181
87,791,30.67,4,4,55.02,True,mobile,Surabaya,False,2026-02-01 22:13:51.293181,2026-03-02 03:05:12.293181
87,3122,216.95,3,5,87.41,False,mobile,Surabaya,False,2026-02-05 16:04:22.293181,2026-03-02 03:05:12.293181
87,4375,100.89,2,6,89.65,False,mobile,Jakarta,False,2026-02-09 21:49:06.293181,2026-03-02 03:05:12.293181
87,4086,10.68,1,7,78.37,False,web,Medan,False,2026-02-19 02:32:27.293181,2026-03-02 03:05:12.293181
87,4767,36.59,2,8,73.15,False,mobile,Surabaya,False,2026-02-25 21:03:38.293181,2026-03-02 03:05:12.293181
87,4842,68.38,2,7,70.89,True,web,Medan,False,2026-02-28 23:04:50.293181,2026-03-02 03:05:12.293181
88,1704,17.92,1,1,17.92,True,mobile,Medan,False,2026-01-03 15:36:05.293181,2026-03-02 03:05:12.293181
88,2335,98.52,1,1,98.52,False,mobile,Semarang,True,2026-02-04 22:47:01.293181,2026-03-02 03:05:12.293181
88,112,21.74,1,2,60.13,True,mobile,Bandung,False,2026-02-15 08:33:40.293181,2026-03-02 03:05:12.293181
88,3127,119.02,2,3,79.76,False,mobile,Semarang,False,2026-02-19 08:44:45.293181,2026-03-02 03:05:12.293181
88,3376,35.51,3,4,68.7,False,mobile,Semarang,False,2026-02-19 16:27:03.293181,2026-03-02 03:05:12.293181
88,4202,128.17,4,5,80.59,False,web,Bandung,False,2026-02-19 20:00:55.293181,2026-03-02 03:05:12.293181
89,4720,49.99,1,1,49.99,False,mobile,Bandung,False,2025-12-31 09:11:59.293181,2026-03-02 03:05:12.293181
89,4683,54.62,1,2,52.3,True,mobile,Medan,False,2026-01-18 11:27:42.293181,2026-03-02 03:05:12.293181
89,3425,71.29,2,3,58.63,False,web,Surabaya,False,2026-01-21 04:34:45.293181,2026-03-02 03:05:12.293181
89,2477,9.7,1,3,45.2,False,mobile,Bandung,False,2026-01-30 23:31:08.293181,2026-03-02 03:05:12.293181
89,2385,535.13,1,4,167.68,False,mobile,Bandung,True,2026-02-16 21:52:38.293181,2026-03-02 03:05:12.293181
89,1335,15.42,1,3,186.75,False,mobile,Jakarta,False,2026-02-24 21:11:19.293181,2026-03-02 03:05:12.293181
89,3000,12.81,2,4,143.26,False,mobile,Medan,False,2026-02-26 09:14:00.293181,2026-03-02 03:05:12.293181
90,3026,93.85,1,1,93.85,False,mobile,Surabaya,False,2026-01-05 21:15:11.293181,2026-03-02 03:05:12.293181
90,3915,11.32,2,2,52.58,True,mobile,Semarang,False,2026-01-10 12:23:04.293181,2026-03-02 03:05:12.293181
90,1820,94.48,3,3,66.55,True,mobile,Medan,False,2026-01-11 05:46:17.293181,2026-03-02 03:05:12.293181
90,1429,20.47,3,4,55.03,False,mobile,Bandung,False,2026-01-15 02:47:17.293181,2026-03-02 03:05:12.293181
90,762,112.64,2,5,66.55,False,mobile,Surabaya,False,2026-01-21 19:57:13.293181,2026-03-02 03:05:12.293181
90,2298,116.84,2,6,74.93,False,mobile,Surabaya,False,2026-01-28 09:13:18.293181,2026-03-02 03:05:12.293181
90,2011,85.56,2,7,76.45,False,mobile,Jakarta,False,2026-01-28 23:21:34.293181,2026-03-02 03:05:12.293181
90,1705,25.66,3,8,70.1,False,web,Bandung,False,2026-01-29 05:20:49.293181,2026-03-02 03:05:12.293181
90,2816,5.31,1,6,61.08,False,mobile,Semarang,False,2026-02-12 05:53:59.293181,2026-03-02 03:05:12.293181
90,3625,89.1,2,7,65.08,False,mobile,Surabaya,False,2026-02-12 11:21:34.293181,2026-03-02 03:05:12.293181
90,3564,20.75,1,6,57.2,True,mobile,Medan,False,2026-02-22 23:28:13.293181,2026-03-02 03:05:12.293181
90,2025,103.74,2,7,63.85,False,web,Medan,False,2026-02-26 23:57:05.293181,2026-03-02 03:05:12.293181
90,4616,7.92,3,5,45.36,True,mobile,Jakarta,False,2026-03-01 04:06:23.293181,2026-03-02 03:05:12.293181
91,1119,53.56,1,1,53.56,True,web,Jakarta,False,2026-01-10 13:12:23.293181,2026-03-02 03:05:12.293181
91,3568,30.44,2,2,42.0,True,mobile,Bandung,False,2026-01-11 23:49:25.293181,2026-03-02 03:05:12.293181
91,2392,34.94,3,3,39.65,False,mobile,Surabaya,False,2026-01-15 08:53:11.293181,2026-03-02 03:05:12.293181
91,844,120.65,1,4,59.9,False,web,Surabaya,False,2026-01-26 05:07:05.293181,2026-03-02 03:05:12.293181
91,4436,107.63,1,4,73.41,False,mobile,Bandung,False,2026-02-10 05:22:53.293181,2026-03-02 03:05:12.293181
91,629,23.37,2,3,83.88,False,web,Semarang,False,2026-02-16 04:08:16.293181,2026-03-02 03:05:12.293181
92,693,25.52,1,1,25.52,False,mobile,Jakarta,False,2026-01-05 22:19:47.293181,2026-03-02 03:05:12.293181
92,4157,39.16,1,1,39.16,False,mobile,Surabaya,False,2026-02-10 21:06:36.293181,2026-03-02 03:05:12.293181
92,3817,84.59,2,2,61.88,False,web,Jakarta,False,2026-02-11 20:44:47.293181,2026-03-02 03:05:12.293181
92,633,47.17,3,3,56.97,False,mobile,Jakarta,False,2026-02-12 04:24:41.293181,2026-03-02 03:05:12.293181
92,4238,215.14,4,4,96.52,False,web,Semarang,False,2026-02-12 19:27:30.293181,2026-03-02 03:05:12.293181
92,1245,23.18,5,5,81.85,False,mobile,Semarang,False,2026-02-17 17:59:44.293181,2026-03-02 03:05:12.293181
92,222,31.6,5,6,73.47,False,web,Jakarta,False,2026-02-18 14:12:00.293181,2026-03-02 03:05:12.293181
93,2205,24.21,1,1,24.21,True,mobile,Semarang,False,2026-01-11 13:08:10.293181,2026-03-02 03:05:12.293181
93,1703,12.43,2,2,18.32,False,mobile,Jakarta,False,2026-01-15 23:27:37.293181,2026-03-02 03:05:12.293181
93,1436,35.75,3,3,24.13,True,mobile,Semarang,False,2026-01-17 01:55:53.293181,2026-03-02 03:05:12.293181
93,2561,23.05,1,4,23.86,False,web,Jakarta,False,2026-01-29 05:29:00.293181,2026-03-02 03:05:12.293181
93,2214,32.81,2,5,25.65,False,web,Semarang,False,2026-01-30 16:06:52.293181,2026-03-02 03:05:12.293181
93,4463,184.53,3,6,52.13,False,mobile,Medan,False,2026-02-04 06:50:29.293181,2026-03-02 03:05:12.293181
93,3788,16.52,2,7,47.04,True,mobile,Semarang,False,2026-02-08 20:11:33.293181,2026-03-02 03:05:12.293181
93,2595,36.91,1,5,58.76,True,mobile,Bandung,False,2026-02-21 02:55:50.293181,2026-03-02 03:05:12.293181
93,2892,28.35,2,6,53.69,False,mobile,Surabaya,False,2026-02-27 10:18:20.293181,2026-03-02 03:05:12.293181
94,993,524.96,1,1,524.96,True,web,Bandung,False,2026-01-03 07:28:35.293181,2026-03-02 03:05:12.293181
94,4700,81.44,1,2,303.2,False,web,Semarang,False,2026-01-16 04:01:43.293181,2026-03-02 03:05:12.293181
94,3080,24.55,2,3,210.32,False,mobile,Jakarta,False,2026-01-22 17:36:53.293181,2026-03-02 03:05:12.293181
94,373,57.61,2,4,172.14,False,mobile,Bandung,False,2026-01-26 12:58:39.293181,2026-03-02 03:05:12.293181
94,1158,11.94,3,5,140.1,False,web,Surabaya,False,2026-01-28 12:30:10.293181,2026-03-02 03:05:12.293181
94,2824,45.0,1,5,44.11,False,mobile,Bandung,False,2026-02-12 21:43:16.293181,2026-03-02 03:05:12.293181
95,3937,39.9,1,1,39.9,False,web,Surabaya,False,2026-01-05 22:24:50.293181,2026-03-02 03:05:12.293181
95,1227,66.45,2,2,53.18,False,web,Jakarta,False,2026-01-09 15:35:29.293181,2026-03-02 03:05:12.293181
95,1273,63.57,1,2,65.01,False,mobile,Jakarta,False,2026-02-05 05:55:59.293181,2026-03-02 03:05:12.293181
95,4628,10.96,1,2,37.26,False,mobile,Medan,False,2026-02-24 02:53:57.293181,2026-03-02 03:05:12.293181
95,4095,138.65,2,3,71.06,False,mobile,Jakarta,False,2026-02-25 19:07:45.293181,2026-03-02 03:05:12.293181
95,3639,13.34,3,4,56.63,False,mobile,Medan,False,2026-03-02 02:44:17.293181,2026-03-02 03:05:12.293181
96,4658,50.47,1,1,50.47,False,mobile,Surabaya,False,2025-12-31 09:38:10.293181,2026-03-02 03:05:12.293181
96,4343,82.92,2,2,66.69,False,mobile,Medan,False,2026-01-05 18:56:18.293181,2026-03-02 03:05:12.293181
96,4306,22.98,2,3,52.12,False,web,Surabaya,False,2026-01-09 15:14:05.293181,2026-03-02 03:05:12.293181
96,451,232.41,3,4,97.2,True,mobile,Semarang,False,2026-01-11 15:24:16.293181,2026-03-02 03:05:12.293181
96,3615,20.59,1,3,91.99,True,mobile,Semarang,False,2026-02-07 04:04:08.293181,2026-03-02 03:05:12.293181
96,4629,77.56,2,4,88.38,True,mobile,Semarang,False,2026-02-07 20:18:32.293181,2026-03-02 03:05:12.293181
96,4726,47.83,3,5,80.27,True,mobile,Surabaya,False,2026-02-08 13:57:32.293181,2026-03-02 03:05:12.293181
96,2976,110.92,4,4,64.23,False,mobile,Jakarta,False,2026-02-11 00:46:19.293181,2026-03-02 03:05:12.293181
96,4712,72.67,1,5,65.91,False,web,Jakarta,True,2026-02-19 01:35:53.293181,2026-03-02 03:05:12.293181
96,3576,17.56,2,6,57.86,False,web,Medan,False,2026-02-23 15:26:04.293181,2026-03-02 03:05:12.293181
96,2875,21.04,2,7,52.6,False,mobile,Semarang,False,2026-02-27 22:25:09.293181,2026-03-02 03:05:12.293181
96,2769,72.55,3,8,55.09,True,mobile,Semarang,False,2026-03-01 23:29:38.293181,2026-03-02 03:05:12.293181
97,2459,78.33,1,1,78.33,False,mobile,Surabaya,False,2026-01-06 08:05:23.293181,2026-03-02 03:05:12.293181
97,3984,76.91,2,2,77.62,False,web,Medan,False,2026-01-08 09:48:02.293181,2026-03-02 03:05:12.293181
97,3843,17.7,1,3,57.65,False,mobile,Semarang,False,2026-02-02 03:55:32.293181,2026-03-02 03:05:12.293181
97,1484,90.16,1,2,53.93,True,mobile,Jakarta,False,2026-02-15 15:33:17.293181,2026-03-02 03:05:12.293181
97,1589,4.1,2,3,37.32,True,mobile,Medan,False,2026-02-15 19:15:55.293181,2026-03-02 03:05:12.293181
98,1789,30.14,1,1,30.14,True,web,Semarang,False,2026-01-04 18:06:06.293181,2026-03-02 03:05:12.293181
98,426,63.56,2,2,46.85,False,mobile,Bandung,False,2026-01-05 07:35:06.293181,2026-03-02 03:05:12.293181
98,1545,242.78,3,3,112.16,False,mobile,Surabaya,False,2026-01-08 13:38:58.293181,2026-03-02 03:05:12.293181
98,1175,51.39,2,4,96.97,False,web,Jakarta,False,2026-01-15 05:20:01.293181,2026-03-02 03:05:12.293181
98,1964,14.7,2,5,80.51,False,mobile,Semarang,False,2026-01-15 15:38:10.293181,2026-03-02 03:05:12.293181
98,3974,41.72,1,6,74.05,False,mobile,Surabaya,False,2026-01-28 02:41:05.293181,2026-03-02 03:05:12.293181
98,368,59.2,2,7,71.93,False,web,Semarang,False,2026-01-30 22:52:53.293181,2026-03-02 03:05:12.293181
98,2852,410.26,3,8,114.22,True,mobile,Bandung,False,2026-02-01 10:21:04.293181,2026-03-02 03:05:12.293181
98,4003,20.34,3,8,112.99,False,mobile,Medan,False,2026-02-04 04:46:02.293181,2026-03-02 03:05:12.293181
98,343,28.29,3,7,89.41,True,mobile,Surabaya,False,2026-02-08 05:27:32.293181,2026-03-02 03:05:12.293181
98,3393,20.63,1,6,96.74,False,web,Surabaya,False,2026-02-20 07:48:10.293181,2026-03-02 03:05:12.293181
98,712,84.61,2,7,95.01,False,mobile,Jakarta,False,2026-02-27 02:39:46.293181,2026-03-02 03:05:12.293181
98,3226,27.05,2,7,92.91,False,mobile,Surabaya,False,2026-02-27 08:23:48.293181,2026-03-02 03:05:12.293181
99,754,461.13,1,1,461.13,False,web,Jakarta,False,2026-01-07 04:00:57.293181,2026-03-02 03:05:12.293181
99,3624,257.35,1,2,359.24,False,web,Jakarta,False,2026-01-14 06:49:34.293181,2026-03-02 03:05:12.293181
99,1219,517.55,2,3,412.01,True,mobile,Semarang,False,2026-01-17 10:18:45.293181,2026-03-02 03:05:12.293181
99,670,39.08,3,4,318.78,True,web,Jakarta,False,2026-01-18 03:31:23.293181,2026-03-02 03:05:12.293181
99,3605,36.82,1,5,262.39,False,mobile,Bandung,False,2026-01-26 11:39:30.293181,2026-03-02 03:05:12.293181
99,1228,35.11,1,6,224.51,False,mobile,Surabaya,False,2026-02-03 14:13:51.293181,2026-03-02 03:05:12.293181
99,367,117.27,1,6,167.2,False,web,Surabaya,False,2026-02-12 00:06:13.293181,2026-03-02 03:05:12.293181
99,3443,44.2,2,6,131.67,True,web,Semarang,False,2026-02-14 16:01:14.293181,2026-03-02 03:05:12.293181
99,2568,30.03,3,7,117.15,True,mobile,Semarang,True,2026-02-15 09:27:22.293181,2026-03-02 03:05:12.293181
99,4164,15.02,4,6,46.41,False,web,Semarang,False,2026-02-17 17:11:19.293181,2026-03-02 03:05:12.293181
99,80,9.35,1,6,41.83,False,mobile,Surabaya,False,2026-02-26 18:11:08.293181,2026-03-02 03:05:12.293181
100,824,31.13,1,1,31.13,False,web,Surabaya,False,2026-01-08 10:36:30.293181,2026-03-02 03:05:12.293181
100,4738,12.66,1,2,21.9,False,mobile,Medan,False,2026-01-23 03:15:45.293181,2026-03-02 03:05:12.293181
100,1241,27.67,2,3,23.82,False,web,Medan,False,2026-01-29 19:49:02.293181,2026-03-02 03:05:12.293181
100,3276,28.31,1,4,24.94,False,mobile,Semarang,False,2026-02-06 12:42:19.293181,2026-03-02 03:05:12.293181
100,2629,56.55,2,5,31.26,False,mobile,Semarang,False,2026-02-06 13:01:44.293181,2026-03-02 03:05:12.293181
100,2369,22.4,1,5,29.52,False,web,Surabaya,False,2026-02-19 13:37:05.293181,2026-03-02 03:05:12.293181
101,3109,30.71,1,1,30.71,True,web,Semarang,False,2026-01-17 19:21:37.293181,2026-03-02 03:05:12.293181
101,4403,111.72,1,2,71.22,False,mobile,Bandung,False,2026-01-27 16:46:54.293181,2026-03-02 03:05:12.293181
101,4661,131.11,2,3,91.18,False,web,Medan,False,2026-01-29 07:03:27.293181,2026-03-02 03:05:12.293181
101,728,214.32,3,4,121.96,True,web,Bandung,False,2026-02-01 15:34:46.293181,2026-03-02 03:05:12.293181
101,4063,20.93,1,4,119.52,False,mobile,Jakarta,False,2026-02-26 13:20:47.293181,2026-03-02 03:05:12.293181
102,809,43.01,1,1,43.01,False,web,Bandung,False,2025-12-31 11:53:13.293181,2026-03-02 03:05:12.293181
102,1747,76.01,2,2,59.51,False,mobile,Surabaya,False,2026-01-02 21:19:57.293181,2026-03-02 03:05:12.293181
102,2384,2.91,1,3,40.64,False,mobile,Medan,False,2026-01-16 22:28:00.293181,2026-03-02 03:05:12.293181
102,1366,102.98,1,4,56.23,False,mobile,Semarang,False,2026-01-27 20:52:31.293181,2026-03-02 03:05:12.293181
102,3304,122.18,2,3,76.02,False,mobile,Jakarta,False,2026-02-03 09:02:20.293181,2026-03-02 03:05:12.293181
102,233,27.03,2,4,63.78,False,mobile,Surabaya,False,2026-02-05 22:05:25.293181,2026-03-02 03:05:12.293181
102,1074,35.47,1,4,71.92,True,mobile,Surabaya,False,2026-02-21 01:03:04.293181,2026-03-02 03:05:12.293181
102,27,21.4,2,5,61.81,False,mobile,Semarang,False,2026-02-24 23:25:44.293181,2026-03-02 03:05:12.293181
102,4638,92.39,2,5,59.69,True,mobile,Jakarta,False,2026-03-01 21:25:14.293181,2026-03-02 03:05:12.293181
103,1821,22.75,1,1,22.75,False,web,Jakarta,False,2025-12-31 07:11:34.293181,2026-03-02 03:05:12.293181
103,2994,90.09,2,2,56.42,False,mobile,Medan,False,2026-01-01 11:41:26.293181,2026-03-02 03:05:12.293181
103,3032,298.72,2,3,137.19,False,mobile,Surabaya,False,2026-01-08 09:11:05.293181,2026-03-02 03:05:12.293181
103,4460,6.19,2,4,104.44,False,web,Medan,False,2026-01-15 07:31:00.293181,2026-03-02 03:05:12.293181
103,2837,191.35,2,5,121.82,False,mobile,Semarang,False,2026-01-21 04:23:44.293181,2026-03-02 03:05:12.293181
103,1031,122.57,2,6,121.94,False,mobile,Medan,False,2026-01-27 13:56:03.293181,2026-03-02 03:05:12.293181
103,2646,49.36,1,4,92.37,False,web,Surabaya,False,2026-02-09 00:40:47.293181,2026-03-02 03:05:12.293181
103,290,22.45,2,5,78.38,False,web,Medan,False,2026-02-09 22:07:08.293181,2026-03-02 03:05:12.293181
103,4433,87.37,3,5,94.62,True,mobile,Medan,False,2026-02-15 01:50:57.293181,2026-03-02 03:05:12.293181
103,3542,18.02,2,6,81.85,False,mobile,Bandung,False,2026-02-17 04:33:38.293181,2026-03-02 03:05:12.293181
103,657,38.62,1,6,56.4,False,mobile,Semarang,False,2026-02-25 23:23:56.293181,2026-03-02 03:05:12.293181
104,3497,10.55,1,1,10.55,False,web,Bandung,False,2026-01-22 12:12:34.293181,2026-03-02 03:05:12.293181
104,3730,233.36,2,2,121.96,False,mobile,Semarang,False,2026-01-23 22:32:31.293181,2026-03-02 03:05:12.293181
104,2834,12.49,1,3,85.47,False,web,Jakarta,False,2026-02-18 13:09:20.293181,2026-03-02 03:05:12.293181
104,4965,10.81,1,2,11.65,False,mobile,Surabaya,False,2026-02-27 05:05:22.293181,2026-03-02 03:05:12.293181
105,2283,625.33,1,1,625.33,False,mobile,Semarang,False,2026-01-02 11:00:34.293181,2026-03-02 03:05:12.293181
105,477,52.87,1,2,339.1,False,mobile,Surabaya,False,2026-01-20 22:34:36.293181,2026-03-02 03:05:12.293181
105,1494,130.07,2,3,269.42,False,web,Medan,False,2026-01-26 09:14:35.293181,2026-03-02 03:05:12.293181
105,4015,152.63,3,4,240.22,False,mobile,Semarang,True,2026-01-26 16:27:34.293181,2026-03-02 03:05:12.293181
105,3401,349.2,3,4,171.19,True,web,Surabaya,False,2026-02-01 21:47:10.293181,2026-03-02 03:05:12.293181
105,4043,46.35,1,4,169.56,False,mobile,Medan,False,2026-02-20 02:25:45.293181,2026-03-02 03:05:12.293181
105,3180,27.13,2,5,141.08,True,web,Semarang,False,2026-02-21 02:02:08.293181,2026-03-02 03:05:12.293181
105,547,176.38,3,6,146.96,False,mobile,Surabaya,False,2026-02-23 09:56:46.293181,2026-03-02 03:05:12.293181
105,3962,30.51,4,7,130.32,False,mobile,Bandung,False,2026-02-24 20:50:44.293181,2026-03-02 03:05:12.293181
106,4587,342.96,1,1,342.96,False,mobile,Surabaya,False,2026-01-01 22:07:11.293181,2026-03-02 03:05:12.293181
106,4831,48.5,2,2,195.73,False,web,Semarang,False,2026-01-08 12:44:04.293181,2026-03-02 03:05:12.293181
106,3860,62.12,2,3,151.19,False,web,Semarang,False,2026-01-12 03:36:02.293181,2026-03-02 03:05:12.293181
106,1986,23.98,2,4,119.39,True,mobile,Medan,False,2026-01-17 22:15:17.293181,2026-03-02 03:05:12.293181
106,3741,32.06,1,5,101.92,False,mobile,Jakarta,False,2026-01-26 01:11:10.293181,2026-03-02 03:05:12.293181
106,4833,85.17,1,2,58.62,False,mobile,Semarang,False,2026-02-18 00:33:29.293181,2026-03-02 03:05:12.293181
106,4646,43.97,2,3,53.73,False,web,Bandung,False,2026-02-23 11:07:08.293181,2026-03-02 03:05:12.293181
106,925,162.09,2,3,97.08,False,mobile,Jakarta,False,2026-02-25 05:45:56.293181,2026-03-02 03:05:12.293181
107,3416,6.8,1,1,6.8,False,mobile,Semarang,False,2026-01-05 16:00:24.293181,2026-03-02 03:05:12.293181
107,3993,114.83,1,2,60.82,False,mobile,Surabaya,False,2026-01-22 18:05:59.293181,2026-03-02 03:05:12.293181
107,1327,98.49,1,2,106.66,False,mobile,Surabaya,False,2026-02-05 04:44:38.293181,2026-03-02 03:05:12.293181
107,1991,168.32,2,3,127.21,False,mobile,Surabaya,False,2026-02-11 01:29:01.293181,2026-03-02 03:05:12.293181
107,3456,154.84,2,4,134.12,True,mobile,Jakarta,False,2026-02-14 05:54:42.293181,2026-03-02 03:05:12.293181
107,4244,174.12,1,4,148.94,False,mobile,Semarang,False,2026-02-25 11:52:25.293181,2026-03-02 03:05:12.293181
108,544,36.18,1,1,36.18,False,web,Jakarta,False,2026-01-07 03:08:38.293181,2026-03-02 03:05:12.293181
108,102,26.67,1,2,31.42,False,mobile,Bandung,False,2026-01-21 00:16:51.293181,2026-03-02 03:05:12.293181
108,772,45.69,1,3,36.18,True,mobile,Bandung,False,2026-01-31 03:06:47.293181,2026-03-02 03:05:12.293181
108,606,142.05,1,3,71.47,True,mobile,Bandung,False,2026-02-08 11:17:51.293181,2026-03-02 03:05:12.293181
108,4816,40.95,2,4,63.84,False,mobile,Surabaya,False,2026-02-12 19:39:44.293181,2026-03-02 03:05:12.293181
108,3149,185.15,2,5,88.1,True,mobile,Bandung,False,2026-02-15 20:25:08.293181,2026-03-02 03:05:12.293181
108,4473,136.64,1,5,110.1,True,mobile,Bandung,False,2026-03-01 06:53:24.293181,2026-03-02 03:05:12.293181
109,4001,37.51,1,1,37.51,True,web,Bandung,False,2026-01-04 10:28:23.293181,2026-03-02 03:05:12.293181
109,284,106.09,2,2,71.8,False,mobile,Bandung,False,2026-01-06 07:55:30.293181,2026-03-02 03:05:12.293181
