user_id,event_timestamp,age,tenure_months,monthly_spend,num_logins_last_30d,num_support_tickets,churn
5729,2026-03-01 10:00:00,53,20,134.32,22,3,0
5730,2026-03-01 10:00:00,23,45,153.56,20,2,0
5731,2026-03-01 10:00:00,56,40,185.18,17,1,0
5732,2026-03-01 10:00:00,58,39,70.43,23,3,0
5733,2026-03-01 10:00:00,21,49,189.62,21,1,0
5734,2026-03-01 10:00:00,31,53,102.85,14,2,0
5735,2026-03-01 10:00:00,39,23,146.64,17,4,1
5736,2026-03-01 10:00:00,39,47,159.94,18,1,0
5737,2026-03-01 10:00:00,63,32,105.24,18,1,0
5738,2026-03-01 10:00:00,42,52,115.99,16,1,0
5739,2026-03-01 10:00:00,68,47,115.51,21,4,1
5740,2026-03-01 10:00:00,48,33,75.05,20,1,0
5741,2026-03-01 10:00:00,65,57,86.29,23,0,0
5742,2026-03-01 10:00:00,59,46,127.07,17,2,0
5743,2026-03-01 10:00:00,22,5,47.99,24,4,1
5744,2026-03-01 10:00:00,58,43,107.53,16,2,0
5745,2026-03-01 10:00:00,45,48,112.2,25,0,0
5746,2026-03-01 10:00:00,26,34,96.99,18,0,1
5747,2026-03-01 10:00:00,62,40,170.41,21,2,0
5748,2026-03-01 10:00:00,65,11,144.33,27,2,0
5749,2026-03-01 10:00:00,42,50,122.6,23,2,0
5750,2026-03-01 10:00:00,48,3,184.29,21,3,0
5751,2026-03-01 10:00:00,19,58,127.87,19,2,0
5752,2026-03-01 10:00:00,31,33,86.66,25,3,0
5753,2026-03-01 10:00:00,54,11,115.95,21,6,1
5754,2026-03-01 10:00:00,26,16,95.75,14,4,1
5755,2026-03-01 10:00:00,47,18,86.92,13,2,1
5756,2026-03-01 10:00:00,38,30,133.96,12,1,0
5757,2026-03-01 10:00:00,45,48,180.74,19,2,0
5758,2026-03-01 10:00:00,51,55,162.67,21,1,0
5759,2026-03-01 10:00:00,59,10,111.11,10,0,0
5760,2026-03-01 10:00:00,52,18,132.26,11,2,0
5761,2026-03-01 10:00:00,57,38,99.48,20,4,0
5762,2026-03-01 10:00:00,27,19,162.0,24,2,0
5763,2026-03-01 10:00:00,53,36,136.34,19,2,1
5764,2026-03-01 10:00:00,30,59,116.07,18,1,1
5765,2026-03-01 10:00:00,51,13,163.87,17,2,0
5766,2026-03-01 10:00:00,43,56,120.97,22,4,0
5767,2026-03-01 10:00:00,35,46,92.22,16,1,1
5768,2026-03-01 10:00:00,26,3,188.15,22,6,1
5769,2026-03-01 10:00:00,43,10,119.62,22,3,0
5770,2026-03-01 10:00:00,19,38,95.97,21,4,0
5771,2026-03-01 10:00:00,65,1,137.99,13,3,0
5772,2026-03-01 10:00:00,65,55,28.35,18,1,0
5773,2026-03-01 10:00:00,27,56,131.07,19,2,0
5774,2026-03-01 10:00:00,22,27,188.81,18,2,0
5775,2026-03-01 10:00:00,45,46,168.69,23,3,1
5776,2026-03-01 10:00:00,33,8,161.78,22,1,0
5777,2026-03-01 10:00:00,48,51,145.51,21,2,0
5778,2026-03-01 10:00:00,58,46,167.59,19,3,0
5779,2026-03-01 10:00:00,56,42,105.56,23,4,1
5780,2026-03-01 10:00:00,41,17,147.49,19,2,0
5781,2026-03-01 10:00:00,67,9,136.69,21,2,0
5782,2026-03-01 10:00:00,27,6,162.56,22,0,0
5783,2026-03-01 10:00:00,54,43,72.11,15,2,0
5784,2026-03-01 10:00:00,62,25,137.3,18,3,0
5785,2026-03-01 10:00:00,41,39,133.05,22,2,0
5786,2026-03-01 10:00:00,54,49,164.21,20,2,0
5787,2026-03-01 10:00:00,65,28,47.21,11,4,0
5788,2026-03-01 10:00:00,63,33,115.5,23,1,0
5789,2026-03-01 10:00:00,43,54,101.84,19,1,0
5790,2026-03-01 10:00:00,37,37,111.27,25,0,0
5791,2026-03-01 10:00:00,30,9,176.94,21,0,0
5792,2026-03-01 10:00:00,39,18,216.95,19,1,0
5793,2026-03-01 10:00:00,38,56,182.98,21,2,0
5794,2026-03-01 10:00:00,47,59,121.34,27,2,0
5795,2026-03-01 10:00:00,62,21,79.34,28,3,0
5796,2026-03-01 10:00:00,21,2,143.21,9,0,0
5797,2026-03-01 10:00:00,25,58,194.73,18,4,0
5798,2026-03-01 10:00:00,39,43,120.45,19,1,0
5799,2026-03-01 10:00:00,64,59,194.26,20,1,0
5800,2026-03-01 10:00:00,66,38,33.0,24,3,0
5801,2026-03-01 10:00:00,66,58,149.3,16,1,0
5802,2026-03-01 10:00:00,30,40,148.64,17,1,0
5803,2026-03-01 10:00:00,53,36,174.28,20,3,0
5804,2026-03-01 10:00:00,50,50,121.5,18,0,0
5805,2026-03-01 10:00:00,31,43,95.55,34,3,0
5806,2026-03-01 10:00:00,43,37,168.43,24,5,0
5807,2026-03-01 10:00:00,28,15,20.0,19,4,0
5808,2026-03-01 10:00:00,24,28,73.65,16,5,0
5809,2026-03-01 10:00:00,28,18,117.22,15,5,1
5810,2026-03-01 10:00:00,20,34,121.66,23,0,0
5811,2026-03-01 10:00:00,35,22,183.54,19,2,0
5812,2026-03-01 10:00:00,21,11,174.83,13,3,0
5813,2026-03-01 10:00:00,27,58,116.16,14,5,1
5814,2026-03-01 10:00:00,48,57,49.86,26,1,0
5815,2026-03-01 10:00:00,29,13,119.2,19,2,0
5816,2026-03-01 10:00:00,69,4,107.7,13,2,1
5817,2026-03-01 10:00:00,51,22,85.19,17,2,0
5818,2026-03-01 10:00:00,38,7,91.67,16,2,0
5819,2026-03-01 10:00:00,33,43,145.22,13,2,1
5820,2026-03-01 10:00:00,45,54,105.44,20,2,0
5821,2026-03-01 10:00:00,46,24,127.73,19,3,0
5822,2026-03-01 10:00:00,54,4,73.38,19,3,0
5823,2026-03-01 10:00:00,55,28,125.84,26,3,0
5824,2026-03-01 10:00:00,23,15,151.97,12,5,1
5825,2026-03-01 10:00:00,44,1,162.1,22,3,0
5826,2026-03-01 10:00:00,37,55,168.11,24,3,0
5827,2026-03-01 10:00:00,39,3,84.23,22,3,0
5828,2026-03-01 10:00:00,19,14,166.13,32,0,0
5829,2026-03-01 10:00:00,35,38,63.43,21,4,0
5830,2026-03-01 10:00:00,38,50,20.0,23,2,0
5831,2026-03-01 10:00:00,23,57,117.26,19,2,0
5832,2026-03-01 10:00:00,40,1,166.07,21,2,0
5833,2026-03-01 10:00:00,51,38,73.24,16,3,0
5834,2026-03-01 10:00:00,31,38,91.85,31,2,0
5835,2026-03-01 10:00:00,21,21,89.36,18,2,0
5836,2026-03-01 10:00:00,33,48,189.31,20,0,0
5837,2026-03-01 10:00:00,56,29,160.47,16,4,1
5838,2026-03-01 10:00:00,38,5,128.91,26,0,1
5839,2026-03-01 10:00:00,36,49,76.26,16,0,0
5840,2026-03-01 10:00:00,46,10,94.34,14,3,0
5841,2026-03-01 10:00:00,42,28,186.08,16,1,0
5842,2026-03-01 10:00:00,66,21,120.73,18,2,0
5843,2026-03-01 10:00:00,57,50,119.04,21,3,0
5844,2026-03-01 10:00:00,36,7,128.77,22,3,0
5845,2026-03-01 10:00:00,30,3,109.15,20,3,0
5846,2026-03-01 10:00:00,39,45,165.75,22,3,0
5847,2026-03-01 10:00:00,55,47,120.23,22,1,0
5848,2026-03-01 10:00:00,45,20,81.13,15,3,0
5849,2026-03-01 10:00:00,26,19,101.37,17,0,0
5850,2026-03-01 10:00:00,34,35,100.54,24,0,0
5851,2026-03-01 10:00:00,51,4,113.47,16,3,0
5852,2026-03-01 10:00:00,22,5,124.86,19,1,1
5853,2026-03-01 10:00:00,24,1,82.77,23,3,1
5854,2026-03-01 10:00:00,48,4,64.28,24,1,0
5855,2026-03-01 10:00:00,58,12,128.45,17,2,0
5856,2026-03-01 10:00:00,46,27,151.42,18,3,0
5857,2026-03-01 10:00:00,24,56,116.28,17,1,0
5858,2026-03-01 10:00:00,25,42,112.46,18,1,0
5859,2026-03-01 10:00:00,67,23,123.46,21,1,0
5860,2026-03-01 10:00:00,51,25,113.6,16,1,1
5861,2026-03-01 10:00:00,56,21,96.45,17,2,0
5862,2026-03-01 10:00:00,34,58,94.0,14,2,0
5863,2026-03-01 10:00:00,65,52,134.51,14,2,0
5864,2026-03-01 10:00:00,65,24,90.82,13,1,0
5865,2026-03-01 10:00:00,21,25,50.86,27,2,0
5866,2026-03-01 10:00:00,63,45,125.29,23,6,0
5867,2026-03-01 10:00:00,41,55,135.26,26,3,0
5868,2026-03-01 10:00:00,48,46,174.35,17,4,1
5869,2026-03-01 10:00:00,29,32,109.49,14,3,0
5870,2026-03-01 10:00:00,41,55,93.95,21,3,0
5871,2026-03-01 10:00:00,69,32,115.18,23,0,0
5872,2026-03-01 10:00:00,26,5,112.07,28,0,0
5873,2026-03-01 10:00:00,22,36,125.52,24,5,0
5874,2026-03-01 10:00:00,50,46,41.99,17,2,0
5875,2026-03-01 10:00:00,66,42,90.43,20,3,0
5876,2026-03-01 10:00:00,50,49,108.34,17,2,0
5877,2026-03-01 10:00:00,58,42,161.54,13,1,0
5878,2026-03-01 10:00:00,65,58,169.29,19,4,1
5879,2026-03-01 10:00:00,62,39,132.2,25,3,0
5880,2026-03-01 10:00:00,38,16,100.09,20,4,1
5881,2026-03-01 10:00:00,22,33,135.79,15,1,0
5882,2026-03-01 10:00:00,24,49,166.11,24,2,0
5883,2026-03-01 10:00:00,58,21,75.08,24,1,0
5884,2026-03-01 10:00:00,45,9,100.62,15,2,0
5885,2026-03-01 10:00:00,25,6,85.74,19,4,1
5886,2026-03-01 10:00:00,53,51,189.21,12,4,1
5887,2026-03-01 10:00:00,31,45,99.07,19,4,1
5888,2026-03-01 10:00:00,21,35,30.23,20,2,0
5889,2026-03-01 10:00:00,41,39,137.5,29,2,0
5890,2026-03-01 10:00:00,53,22,161.25,25,1,0
5891,2026-03-01 10:00:00,25,41,44.5,19,2,0
5892,2026-03-01 10:00:00,51,54,143.17,22,1,0
5893,2026-03-01 10:00:00,50,5,57.52,13,0,0
5894,2026-03-01 10:00:00,40,42,113.42,18,2,0
5895,2026-03-01 10:00:00,33,23,158.0,25,4,1
5896,2026-03-01 10:00:00,37,17,153.59,15,1,0
5897,2026-03-01 10:00:00,35,12,170.8,19,2,0
5898,2026-03-01 10:00:00,53,23,98.69,20,0,0
5899,2026-03-01 10:00:00,58,16,125.06,23,1,1
5900,2026-03-01 10:00:00,37,3,125.68,16,1,0
5901,2026-03-01 10:00:00,31,30,84.5,19,1,0
5902,2026-03-01 10:00:00,34,57,111.08,15,4,1
5903,2026-03-01 10:00:00,24,22,118.93,18,0,0
5904,2026-03-01 10:00:00,34,9,159.37,22,2,0
5905,2026-03-01 10:00:00,54,29,130.1,10,1,0
5906,2026-03-01 10:00:00,18,47,158.64,25,4,0
5907,2026-03-01 10:00:00,64,37,151.97,32,1,0
5908,2026-03-01 10:00:00,58,23,48.38,17,2,0
5909,2026-03-01 10:00:00,46,13,124.76,23,0,0
5910,2026-03-01 10:00:00,58,32,137.86,21,1,0
5911,2026-03-01 10:00:00,36,46,131.8,23,3,0
5912,2026-03-01 10:00:00,50,52,130.16,24,2,0
5913,2026-03-01 10:00:00,33,47,76.32,18,3,0
5914,2026-03-01 10:00:00,56,48,106.18,21,1,0
5915,2026-03-01 10:00:00,21,23,143.9,19,3,0
5916,2026-03-01 10:00:00,52,45,124.97,18,1,0
5917,2026-03-01 10:00:00,22,17,181.87,15,6,0
5918,2026-03-01 10:00:00,33,55,176.88,18,1,0
5919,2026-03-01 10:00:00,60,40,164.4,16,1,0
5920,2026-03-01 10:00:00,45,21,137.63,17,3,0
5921,2026-03-01 10:00:00,19,2,74.83,10,1,0
5922,2026-03-01 10:00:00,51,37,75.43,21,3,0
5923,2026-03-01 10:00:00,69,6,86.02,17,1,1
5924,2026-03-01 10:00:00,31,44,91.36,14,3,0
5925,2026-03-01 10:00:00,45,18,165.93,20,3,0
5926,2026-03-01 10:00:00,40,30,116.84,18,2,0
5927,2026-03-01 10:00:00,56,22,164.7,17,2,0
5928,2026-03-01 10:00:00,62,54,132.88,22,1,0
5929,2026-03-01 10:00:00,34,33,80.48,22,3,0
5930,2026-03-01 10:00:00,34,30,159.66,14,0,0
5931,2026-03-01 10:00:00,31,17,129.99,12,3,0
5932,2026-03-01 10:00:00,56,43,197.37,21,2,0
5933,2026-03-01 10:00:00,43,32,132.83,13,4,1
5934,2026-03-01 10:00:00,49,42,71.69,34,1,0
5935,2026-03-01 10:00:00,47,51,118.66,27,1,0
5936,2026-03-01 10:00:00,61,14,81.13,29,3,0
5937,2026-03-01 10:00:00,53,58,63.11,24,3,0
5938,2026-03-01 10:00:00,30,10,63.93,26,3,0
5939,2026-03-01 10:00:00,59,47,142.46,18,3,0
5940,2026-03-01 10:00:00,30,51,120.79,25,3,0
5941,2026-03-01 10:00:00,43,36,38.54,18,2,0
5942,2026-03-01 10:00:00,47,34,93.28,25,3,0
5943,2026-03-01 10:00:00,54,9,173.99,13,2,0
5944,2026-03-01 10:00:00,64,42,131.44,18,2,0
5945,2026-03-01 10:00:00,51,28,51.06,16,3,1
5946,2026-03-01 10:00:00,19,11,90.46,16,2,0
5947,2026-03-01 10:00:00,64,14,148.06,26,2,0
5948,2026-03-01 10:00:00,43,39,93.49,25,1,0
5949,2026-03-01 10:00:00,45,55,118.73,22,1,0
5950,2026-03-01 10:00:00,62,47,83.89,23,1,0
5951,2026-03-01 10:00:00,18,54,177.95,15,0,0
5952,2026-03-01 10:00:00,24,19,64.68,25,0,0
5953,2026-03-01 10:00:00,20,54,37.56,26,0,0
5954,2026-03-01 10:00:00,48,15,143.0,18,0,0
5955,2026-03-01 10:00:00,66,28,116.91,18,0,0
5956,2026-03-01 10:00:00,20,24,200.49,23,0,0
5957,2026-03-01 10:00:00,58,8,144.51,16,4,0
5958,2026-03-01 10:00:00,32,43,130.39,24,0,0
5959,2026-03-01 10:00:00,52,9,121.46,20,1,0
5960,2026-03-01 10:00:00,50,47,101.53,20,4,0
5961,2026-03-01 10:00:00,35,33,87.15,21,3,0
5962,2026-03-01 10:00:00,32,33,94.77,18,3,0
5963,2026-03-01 10:00:00,19,19,153.24,25,1,0
5964,2026-03-01 10:00:00,32,3,97.14,23,2,0
5965,2026-03-01 10:00:00,63,10,170.75,24,2,0
5966,2026-03-01 10:00:00,33,40,143.79,17,3,0
5967,2026-03-01 10:00:00,41,47,50.05,23,2,0
5968,2026-03-01 10:00:00,49,42,119.95,22,4,0
5969,2026-03-01 10:00:00,61,1,60.76,16,0,0
5970,2026-03-01 10:00:00,22,29,113.39,17,0,0
5971,2026-03-01 10:00:00,33,50,136.9,20,2,0
5972,2026-03-01 10:00:00,41,34,82.59,28,2,0
5973,2026-03-01 10:00:00,65,51,151.69,19,1,1
5974,2026-03-01 10:00:00,39,13,32.28,24,1,1
5975,2026-03-01 10:00:00,31,54,80.16,23,1,0
5976,2026-03-01 10:00:00,32,1,163.19,25,3,0
5977,2026-03-01 10:00:00,34,34,131.62,29,1,0
5978,2026-03-01 10:00:00,36,29,90.56,20,0,0
5979,2026-03-01 10:00:00,31,48,106.16,21,2,0
5980,2026-03-01 10:00:00,39,47,150.2,34,4,1
5981,2026-03-01 10:00:00,28,13,94.75,16,0,0
5982,2026-03-01 10:00:00,59,48,108.38,20,0,0
5983,2026-03-01 10:00:00,51,49,131.78,18,4,1
5984,2026-03-01 10:00:00,67,53,161.54,20,3,0
5985,2026-03-01 10:00:00,18,29,115.71,27,0,0
5986,2026-03-01 10:00:00,39,39,96.33,19,1,0
5987,2026-03-01 10:00:00,31,24,127.09,27,3,0
5988,2026-03-01 10:00:00,28,26,144.17,16,3,0
5989,2026-03-01 10:00:00,67,17,183.18,15,0,1
5990,2026-03-01 10:00:00,20,7,160.5,16,1,0
5991,2026-03-01 10:00:00,29,13,73.28,23,3,0
5992,2026-03-01 10:00:00,58,5,100.8,24,1,0
5993,2026-03-01 10:00:00,69,26,93.93,20,2,0
5994,2026-03-01 10:00:00,23,49,119.84,21,2,0
5995,2026-03-01 10:00:00,23,3,142.4,22,5,1
5996,2026-03-01 10:00:00,37,7,134.01,19,5,1
5997,2026-03-01 10:00:00,32,58,64.3,17,3,0
5998,2026-03-01 10:00:00,37,49,201.37,14,4,0
5999,2026-03-01 10:00:00,28,39,63.52,20,4,0
6000,2026-03-01 10:00:00,27,53,117.11,18,2,0
6001,2026-03-01 10:00:00,47,1,169.42,8,0,1
6002,2026-03-01 10:00:00,64,49,100.1,17,0,0
6003,2026-03-01 10:00:00,21,17,65.91,25,1,0
6004,2026-03-01 10:00:00,39,43,120.38,22,0,0
6005,2026-03-01 10:00:00,65,25,135.09,20,4,1
6006,2026-03-01 10:00:00,45,59,156.43,22,1,0
6007,2026-03-01 10:00:00,65,3,136.01,15,1,0
6008,2026-03-01 10:00:00,40,15,123.36,21,6,0
6009,2026-03-01 10:00:00,50,29,136.83,19,2,0
6010,2026-03-01 10:00:00,25,53,130.11,16,0,0
6011,2026-03-01 10:00:00,68,43,90.29,22,3,0
6012,2026-03-01 10:00:00,33,32,100.19,18,4,1
6013,2026-03-01 10:00:00,43,26,53.98,16,2,0
6014,2026-03-01 10:00:00,69,16,107.07,14,3,0
6015,2026-03-01 10:00:00,29,25,100.58,23,2,0
6016,2026-03-01 10:00:00,67,54,71.57,16,3,0
6017,2026-03-01 10:00:00,58,28,95.07,20,1,0
6018,2026-03-01 10:00:00,53,9,74.43,19,4,0
6019,2026-03-01 10:00:00,61,56,88.81,23,3,0
6020,2026-03-01 10:00:00,19,56,119.73,15,4,1
6021,2026-03-01 10:00:00,33,1,110.27,17,3,0
6022,2026-03-01 10:00:00,48,29,124.89,18,2,0
6023,2026-03-01 10:00:00,46,57,117.35,25,1,0
6024,2026-03-01 10:00:00,31,22,129.08,19,2,0
6025,2026-03-01 10:00:00,22,16,77.39,19,0,1
6026,2026-03-01 10:00:00,22,41,76.21,17,4,1
6027,2026-03-01 10:00:00,40,51,92.76,20,2,0
6028,2026-03-01 10:00:00,54,44,98.2,19,1,0
6029,2026-03-01 10:00:00,26,51,114.02,17,2,0
6030,2026-03-01 10:00:00,55,54,170.9,25,1,0
6031,2026-03-01 10:00:00,68,41,118.59,19,3,0
6032,2026-03-01 10:00:00,30,7,95.2,13,1,0
6033,2026-03-01 10:00:00,53,14,164.19,30,0,0
6034,2026-03-01 10:00:00,23,29,133.48,11,3,0
6035,2026-03-01 10:00:00,67,19,88.99,20,1,0
6036,2026-03-01 10:00:00,69,19,208.26,19,0,0
6037,2026-03-01 10:00:00,46,2,111.24,19,0,0
6038,2026-03-01 10:00:00,41,41,182.93,14,4,0
6039,2026-03-01 10:00:00,53,45,145.63,22,1,0
6040,2026-03-01 10:00:00,54,15,54.36,20,6,1
6041,2026-03-01 10:00:00,27,3,20.0,20,2,0
6042,2026-03-01 10:00:00,38,11,220.31,22,1,0
6043,2026-03-01 10:00:00,36,53,136.54,15,3,0
6044,2026-03-01 10:00:00,24,46,105.24,17,1,0
6045,2026-03-01 10:00:00,55,30,129.69,18,3,0
6046,2026-03-01 10:00:00,66,57,132.78,21,2,0
6047,2026-03-01 10:00:00,22,40,80.4,20,3,0
6048,2026-03-01 10:00:00,66,18,83.63,19,3,0
6049,2026-03-01 10:00:00,67,51,142.53,15,3,0
6050,2026-03-01 10:00:00,64,48,20.0,18,3,0
6051,2026-03-01 10:00:00,65,2,146.51,17,1,0
6052,2026-03-01 10:00:00,26,32,108.94,16,2,0
6053,2026-03-01 10:00:00,44,8,145.54,18,5,0
6054,2026-03-01 10:00:00,20,22,123.99,20,0,0
6055,2026-03-01 10:00:00,25,6,86.97,16,2,0
6056,2026-03-01 10:00:00,37,12,138.55,21,5,1
6057,2026-03-01 10:00:00,27,47,162.36,16,1,0
6058,2026-03-01 10:00:00,33,57,120.0,12,1,0
6059,2026-03-01 10:00:00,29,40,56.39,19,5,1
6060,2026-03-01 10:00:00,19,36,95.27,30,3,0
6061,2026-03-01 10:00:00,57,15,127.9,13,3,0
6062,2026-03-01 10:00:00,59,28,146.54,23,0,0
6063,2026-03-01 10:00:00,69,52,90.6,18,1,0
6064,2026-03-01 10:00:00,20,57,145.14,23,0,0
6065,2026-03-01 10:00:00,42,49,197.13,25,2,0
6066,2026-03-01 10:00:00,26,45,80.22,17,1,0
6067,2026-03-01 10:00:00,63,18,153.39,20,1,0
6068,2026-03-01 10:00:00,48,2,170.21,19,1,1
6069,2026-03-01 10:00:00,53,13,153.18,18,0,0
6070,2026-03-01 10:00:00,38,45,180.09,20,1,0
6071,2026-03-01 10:00:00,24,54,128.22,21,1,0
6072,2026-03-01 10:00:00,60,15,65.16,21,5,1
6073,2026-03-01 10:00:00,37,20,106.17,19,3,0
6074,2026-03-01 10:00:00,54,29,58.77,12,7,0
6075,2026-03-01 10:00:00,47,59,112.44,14,1,0
6076,2026-03-01 10:00:00,64,42,93.36,16,0,0
6077,2026-03-01 10:00:00,56,29,169.52,22,2,0
6078,2026-03-01 10:00:00,51,3,107.23,21,1,0
6079,2026-03-01 10:00:00,63,19,126.65,15,0,1
6080,2026-03-01 10:00:00,21,3,168.48,16,3,0
6081,2026-03-01 10:00:00,46,54,51.36,22,1,0
6082,2026-03-01 10:00:00,23,14,192.38,18,0,0
6083,2026-03-01 10:00:00,57,40,119.88,25,2,0
6084,2026-03-01 10:00:00,36,59,108.27,14,0,0
6085,2026-03-01 10:00:00,66,55,98.11,22,2,0
6086,2026-03-01 10:00:00,27,4,100.45,23,1,0
6087,2026-03-01 10:00:00,51,59,174.95,19,4,1
6088,2026-03-01 10:00:00,58,52,111.58,17,3,0
6089,2026-03-01 10:00:00,33,11,116.43,16,2,0
6090,2026-03-01 10:00:00,20,58,99.24,17,0,0
6091,2026-03-01 10:00:00,39,31,129.03,16,5,1
6092,2026-03-01 10:00:00,33,43,96.67,15,2,0
6093,2026-03-01 10:00:00,48,32,93.45,24,2,0
6094,2026-03-01 10:00:00,34,27,127.13,21,3,0
6095,2026-03-01 10:00:00,54,30,144.75,23,2,0
6096,2026-03-01 10:00:00,40,43,40.02,18,0,0
6097,2026-03-01 10:00:00,55,2,124.26,28,4,1
6098,2026-03-01 10:00:00,44,49,110.75,19,1,0
6099,2026-03-01 10:00:00,22,9,125.39,13,2,0
6100,2026-03-01 10:00:00,42,28,162.17,15,2,0
6101,2026-03-01 10:00:00,28,31,161.91,19,4,0
6102,2026-03-01 10:00:00,68,34,178.54,23,5,1
6103,2026-03-01 10:00:00,26,56,113.46,21,1,0
6104,2026-03-01 10:00:00,22,15,103.9,22,2,0
6105,2026-03-01 10:00:00,69,48,137.51,23,1,0
6106,2026-03-01 10:00:00,41,25,140.99,23,2,0
6107,2026-03-01 10:00:00,33,36,131.25,21,1,0
6108,2026-03-01 10:00:00,19,8,34.98,25,0,0
6109,2026-03-01 10:00:00,19,9,94.94,22,2,0
6110,2026-03-01 10:00:00,37,58,154.19,22,4,1
6111,2026-03-01 10:00:00,21,58,159.15,28,2,0
6112,2026-03-01 10:00:00,51,37,138.73,16,3,1
6113,2026-03-01 10:00:00,25,48,124.67,23,3,0
6114,2026-03-01 10:00:00,19,45,88.67,22,2,0
6115,2026-03-01 10:00:00,32,39,127.97,21,4,1
6116,2026-03-01 10:00:00,59,32,141.76,15,2,0
6117,2026-03-01 10:00:00,25,58,178.03,24,4,1
6118,2026-03-01 10:00:00,69,52,76.75,17,1,0
6119,2026-03-01 10:00:00,41,17,155.32,24,2,0
6120,2026-03-01 10:00:00,62,35,175.58,18,3,0
6121,2026-03-01 10:00:00,50,37,93.82,20,0,0
6122,2026-03-01 10:00:00,46,19,136.18,24,2,0
6123,2026-03-01 10:00:00,18,44,42.63,22,1,0
6124,2026-03-01 10:00:00,43,29,136.3,17,3,0
6125,2026-03-01 10:00:00,65,59,135.74,27,4,0
6126,2026-03-01 10:00:00,21,7,91.55,22,2,0
6127,2026-03-01 10:00:00,19,28,107.61,25,0,0
6128,2026-03-01 10:00:00,41,9,165.9,17,1,0
6129,2026-03-01 10:00:00,22,28,95.11,13,1,0
6130,2026-03-01 10:00:00,23,6,142.15,25,1,0
6131,2026-03-01 10:00:00,48,29,23.28,16,2,0
6132,2026-03-01 10:00:00,44,58,90.31,21,1,0
6133,2026-03-01 10:00:00,66,17,169.49,18,0,0
6134,2026-03-01 10:00:00,49,16,137.98,21,0,0
6135,2026-03-01 10:00:00,48,23,164.28,17,2,0
6136,2026-03-01 10:00:00,34,31,115.35,15,1,0
6137,2026-03-01 10:00:00,53,3,86.84,12,2,0
6138,2026-03-01 10:00:00,34,21,156.52,18,1,0
6139,2026-03-01 10:00:00,60,26,167.18,20,1,0
6140,2026-03-01 10:00:00,32,36,124.42,24,1,0
6141,2026-03-01 10:00:00,50,42,148.17,29,1,0
6142,2026-03-01 10:00:00,39,37,142.24,20,0,0
6143,2026-03-01 10:00:00,31,53,153.22,17,1,0
6144,2026-03-01 10:00:00,43,22,91.3,18,2,0
6145,2026-03-01 10:00:00,32,42,139.64,16,2,0
6146,2026-03-01 10:00:00,19,12,115.98,24,1,0
6147,2026-03-01 10:00:00,45,42,157.98,22,1,0
6148,2026-03-01 10:00:00,29,13,116.73,21,3,0
6149,2026-03-01 10:00:00,23,11,140.75,21,0,0
6150,2026-03-01 10:00:00,57,54,127.81,22,2,0
6151,2026-03-01 10:00:00,59,16,59.22,19,0,0
6152,2026-03-01 10:00:00,21,8,135.23,14,2,1
6153,2026-03-01 10:00:00,29,40,69.47,17,2,0
6154,2026-03-01 10:00:00,26,59,151.62,14,0,0
6155,2026-03-01 10:00:00,35,57,150.16,21,2,0
6156,2026-03-01 10:00:00,21,40,92.32,22,0,0
6157,2026-03-01 10:00:00,22,45,73.76,15,1,1
6158,2026-03-01 10:00:00,45,59,108.83,17,3,0
6159,2026-03-01 10:00:00,58,2,119.39,26,2,0
6160,2026-03-01 10:00:00,19,30,126.95,18,1,0
6161,2026-03-01 10:00:00,41,30,32.89,16,2,0
6162,2026-03-01 10:00:00,21,12,107.03,20,5,1
6163,2026-03-01 10:00:00,57,10,141.65,17,0,1
6164,2026-03-01 10:00:00,58,44,53.11,20,4,0
6165,2026-03-01 10:00:00,45,11,119.02,25,2,0
6166,2026-03-01 10:00:00,68,15,137.95,21,3,0
6167,2026-03-01 10:00:00,32,16,101.21,19,2,0
6168,2026-03-01 10:00:00,21,17,123.35,27,3,0
6169,2026-03-01 10:00:00,49,26,95.89,17,1,0
6170,2026-03-01 10:00:00,36,2,137.22,28,2,0
6171,2026-03-01 10:00:00,39,50,140.98,21,4,0
6172,2026-03-01 10:00:00,19,12,115.6,18,3,0
6173,2026-03-01 10:00:00,25,51,46.17,30,3,0
6174,2026-03-01 10:00:00,53,26,81.97,14,1,0
6175,2026-03-01 10:00:00,25,23,175.96,18,2,0
6176,2026-03-01 10:00:00,41,18,26.66,19,3,0
6177,2026-03-01 10:00:00,57,32,164.43,24,3,0
6178,2026-03-01 10:00:00,50,49,107.03,18,2,0
6179,2026-03-01 10:00:00,22,38,138.16,25,3,0
6180,2026-03-01 10:00:00,27,57,121.68,17,3,0
6181,2026-03-01 10:00:00,55,47,127.33,12,2,0
6182,2026-03-01 10:00:00,29,3,134.77,19,3,1
6183,2026-03-01 10:00:00,31,38,123.07,15,0,0
6184,2026-03-01 10:00:00,58,3,116.31,37,3,0
6185,2026-03-01 10:00:00,42,30,217.83,16,1,0
6186,2026-03-01 10:00:00,65,1,114.98,20,3,1
6187,2026-03-01 10:00:00,52,30,131.68,16,2,0
6188,2026-03-01 10:00:00,42,45,134.8,19,2,0
6189,2026-03-01 10:00:00,61,32,113.5,32,2,0
6190,2026-03-01 10:00:00,39,28,97.92,19,2,0
6191,2026-03-01 10:00:00,63,21,117.03,22,0,0
6192,2026-03-01 10:00:00,21,58,129.7,18,3,0
6193,2026-03-01 10:00:00,36,46,144.92,22,2,0
