house_id,event_timestamp,house_size,bedrooms,bathrooms,floors,year_built,location_score,distance_city,garage,garden,school_rating,crime_rate,house_price
2846,2021-12-14,154,2,1,1,2014,7.77,7.03,2,1,6.0,0.592,750132
2847,2022-09-19,330,3,1,2,1988,1.21,24.89,2,0,1.7,0.121,1054795
2848,2021-04-14,172,4,1,2,1983,8.31,15.7,2,0,7.64,0.576,779095
2849,2022-09-22,267,5,2,1,1986,9.91,16.31,0,1,8.55,0.352,1180417
2850,2022-06-01,110,5,3,1,1980,9.46,16.34,0,1,2.85,0.105,609440
2851,2023-05-22,149,5,1,1,1995,8.52,22.14,2,1,1.61,0.804,646117
2852,2021-09-05,253,4,3,2,2004,6.66,5.0,0,1,8.12,0.547,1096128
2853,2021-12-30,307,4,2,1,1985,3.5,1.95,0,1,6.76,0.745,1173163
2854,2021-11-17,54,4,2,2,2017,6.89,9.97,2,1,8.23,0.48,426257
2855,2022-09-25,246,3,1,1,1993,7.26,14.34,1,0,6.1,0.552,955189
2856,2021-10-13,229,2,3,1,2016,3.53,7.5,0,1,4.86,0.712,847703
2857,2021-05-29,182,1,2,2,1990,3.3,17.39,2,1,9.67,0.247,695677
2858,2021-03-25,302,4,3,1,1980,4.57,2.31,2,1,8.02,0.847,1229790
2859,2022-02-10,314,2,3,2,2021,6.77,19.87,2,0,4.71,0.421,1126464
2860,2022-04-01,142,4,1,2,1980,3.64,18.09,1,1,9.17,0.708,585716
2861,2023-01-13,199,1,2,2,2015,6.0,5.74,2,0,9.94,0.326,859045
2862,2023-03-11,187,4,2,2,1987,9.09,7.81,2,1,3.77,0.702,830497
2863,2021-06-10,257,2,2,2,2011,3.66,20.27,1,0,9.03,0.044,952523
2864,2023-02-23,174,3,3,1,2012,9.69,19.45,2,0,1.41,0.929,699153
2865,2022-04-05,283,1,2,1,1987,5.26,20.44,0,0,2.93,0.787,927585
2866,2022-07-04,110,2,2,2,1993,1.91,8.39,1,1,2.45,0.665,415988
2867,2022-05-15,315,5,3,2,2003,1.5,24.25,1,1,4.21,0.324,1102479
2868,2023-01-08,183,5,2,2,2020,4.05,18.03,2,0,6.06,0.843,722685
2869,2022-05-24,162,5,2,2,2008,3.33,2.1,0,0,7.48,0.768,716318
2870,2022-10-16,240,3,3,1,2004,8.59,12.2,1,0,9.13,0.453,1058883
2871,2023-03-15,236,4,2,1,1985,7.64,16.78,2,1,2.43,0.197,944804
2872,2022-04-26,138,4,1,1,1980,8.96,4.63,2,0,6.2,0.176,774374
2873,2022-10-25,236,4,3,1,2002,6.3,22.59,1,0,5.99,0.488,916711
2874,2021-04-24,181,3,2,1,2020,4.92,18.98,1,1,5.13,0.783,689220
2875,2023-01-19,172,5,1,1,2012,3.44,2.5,2,1,7.25,0.714,722455
2876,2022-08-01,97,4,3,2,1993,6.25,22.87,1,1,5.62,0.494,487389
2877,2021-12-27,337,3,2,1,2007,6.56,10.41,0,1,5.95,0.204,1294689
2878,2021-12-07,228,3,3,1,2008,4.54,11.59,0,1,9.13,0.239,923609
2879,2023-02-09,229,2,1,2,2022,9.43,19.69,2,0,8.74,0.058,947190
2880,2023-01-31,148,4,3,2,2019,6.76,16.28,0,0,6.2,0.177,712388
2881,2022-03-25,83,5,2,2,2002,8.54,11.22,2,0,2.41,0.013,500532
2882,2023-04-23,119,1,1,2,2017,6.58,6.86,1,0,9.63,0.674,579786
2883,2023-04-15,220,3,3,2,2022,3.85,13.16,1,0,6.6,0.588,840773
2884,2021-06-29,321,2,2,1,1989,7.63,14.69,2,1,8.27,0.988,1237028
2885,2022-12-03,108,1,2,2,2006,3.07,15.96,2,1,1.5,0.763,338732
2886,2022-02-11,230,3,1,2,1987,6.37,15.32,1,0,9.07,0.246,937041
2887,2022-10-28,68,2,1,2,1983,4.62,15.62,2,0,7.24,0.708,358736
2888,2021-07-15,275,4,3,1,2000,2.35,12.16,0,1,7.17,0.012,1000205
2889,2022-04-11,144,2,2,2,2000,4.72,14.27,0,0,1.99,0.986,497352
2890,2021-11-07,346,3,1,2,2009,3.79,7.57,0,0,7.42,0.614,1255675
2891,2021-09-19,130,4,2,1,1992,2.01,4.38,1,0,1.69,0.12,534033
2892,2022-02-23,224,5,3,2,1982,8.41,15.37,1,1,1.5,0.499,946283
2893,2022-02-10,271,2,1,1,1999,5.49,1.65,1,1,3.93,0.941,1043367
2894,2021-05-23,152,1,3,1,2015,4.12,2.1,2,0,1.21,0.85,606693
2895,2021-12-08,103,4,3,2,2019,5.54,6.56,1,1,2.44,0.299,568856
2896,2021-11-12,232,4,1,1,1984,7.79,5.26,1,1,7.54,0.396,1030969
2897,2021-04-11,117,5,3,2,2001,1.16,9.67,0,0,8.51,0.854,476166
2898,2021-09-01,77,2,2,2,1981,5.92,9.6,1,1,2.62,0.9,392395
2899,2022-05-05,323,1,1,2,2004,5.31,3.36,2,0,8.41,0.915,1204437
2900,2021-01-12,331,5,2,1,2019,9.04,6.54,2,0,5.32,0.948,1343211
2901,2021-08-27,168,2,3,1,2003,6.0,0.61,0,1,9.62,0.501,822452
2902,2022-07-15,183,1,1,1,1984,2.24,9.1,0,0,2.25,0.862,629978
2903,2021-02-11,178,1,2,1,1995,4.5,20.01,2,0,1.48,0.347,615675
2904,2022-11-09,57,3,2,1,1994,6.59,7.02,0,0,8.61,0.838,408837
2905,2022-08-17,100,1,2,2,1992,1.41,16.26,0,1,4.26,0.347,320755
2906,2022-03-05,330,2,2,2,1990,8.96,2.91,2,1,5.11,0.608,1315047
2907,2023-03-14,224,5,2,2,1995,1.61,0.8,0,1,5.61,0.468,876516
2908,2021-06-07,232,5,3,1,1997,1.28,12.71,2,1,8.43,0.893,904282
2909,2021-08-04,241,3,3,1,2004,1.02,11.81,2,0,1.68,0.067,876534
2910,2022-11-01,298,2,3,1,2017,7.15,5.19,2,1,5.96,0.949,1244115
2911,2022-04-07,284,1,3,2,2019,5.1,7.52,0,0,4.88,0.462,1066865
2912,2021-05-14,132,3,3,2,1983,1.93,1.25,2,0,4.06,0.481,591533
2913,2021-03-08,142,4,3,1,2000,8.71,20.05,1,0,4.13,0.828,601791
2914,2023-04-28,317,2,3,2,1990,2.82,7.88,1,0,9.37,0.666,1127329
2915,2021-01-07,169,3,2,1,2013,3.94,5.88,1,1,3.41,0.954,654353
2916,2022-06-10,120,5,3,2,2009,2.6,20.21,0,1,5.09,0.547,456794
2917,2021-03-14,66,3,2,1,1983,9.34,1.46,2,0,5.44,0.559,512534
2918,2022-02-03,302,4,1,1,1993,7.82,7.47,1,1,7.48,0.972,1240609
2919,2022-02-09,171,2,3,2,1990,7.52,6.94,2,1,5.67,0.926,771129
2920,2022-11-06,59,3,2,2,1983,1.4,6.94,0,0,6.59,0.209,288935
2921,2022-08-01,336,1,1,1,2005,5.7,0.78,0,1,4.59,0.307,1259436
2922,2023-05-09,322,2,1,2,1982,6.18,23.4,1,1,7.47,0.625,1126847
2923,2021-05-10,342,3,2,2,2016,4.44,21.67,0,0,5.19,0.939,1142137
2924,2022-04-11,259,3,2,2,2017,3.9,10.66,0,1,3.0,0.563,935080
2925,2021-07-25,267,2,2,1,2020,8.67,11.41,2,1,8.35,0.733,1106340
2926,2023-02-27,290,5,3,2,1983,1.21,13.34,2,1,7.89,0.094,1058415
2927,2023-02-07,249,1,1,2,2005,6.63,12.22,1,0,6.65,0.523,901637
2928,2021-09-23,265,2,3,2,2018,4.55,19.59,1,0,5.7,0.148,943239
2929,2022-06-21,254,1,3,2,2021,6.99,12.47,2,1,2.88,0.261,995176
2930,2023-03-04,265,1,3,1,2021,2.78,5.13,0,1,8.82,0.166,988386
2931,2021-09-10,129,2,1,1,1990,3.15,3.37,1,0,1.87,0.166,555825
2932,2023-04-02,316,3,1,1,1990,6.28,23.0,2,1,4.45,0.992,1124211
2933,2021-10-16,84,5,1,2,2017,9.82,1.69,0,0,8.67,0.298,623245
2934,2021-06-13,338,1,2,1,2017,9.77,22.49,0,0,6.36,0.565,1255294
2935,2021-04-05,67,1,3,2,1999,3.24,17.42,0,1,4.95,0.02,307380
2936,2023-02-21,214,3,2,1,2005,1.92,10.42,1,1,8.12,0.806,811079
2937,2023-04-13,62,2,2,1,2017,6.31,5.09,1,0,9.91,0.68,447979
2938,2021-04-20,251,5,3,2,1991,4.78,8.11,2,1,2.7,0.229,1032390
2939,2021-12-02,278,1,1,2,2008,7.86,13.48,2,1,1.46,0.036,1052108
2940,2023-04-02,50,1,3,2,1993,5.75,16.59,2,0,5.17,0.275,333050
2941,2021-08-26,266,2,2,1,2004,5.6,17.44,2,0,3.59,0.629,954699
2942,2022-01-16,83,3,1,2,2021,6.82,11.46,2,0,7.0,0.015,470999
2943,2022-03-12,315,4,1,2,2021,2.14,9.66,1,1,5.45,0.075,1110886
2944,2023-06-18,177,3,2,2,2018,7.09,19.32,0,0,5.49,0.409,699201
2945,2022-04-28,261,1,1,1,2005,5.4,23.17,0,1,4.19,0.176,921066
2946,2021-01-25,312,1,1,2,1989,8.38,22.9,1,1,2.9,0.632,1098637
2947,2022-10-15,129,5,3,1,1993,2.25,14.01,0,1,2.92,0.175,539616
2948,2021-04-27,214,3,3,1,1984,3.71,2.44,1,1,4.48,0.994,849976
2949,2022-04-27,301,4,2,2,2001,9.55,2.3,0,1,7.14,0.436,1261463
2950,2022-01-27,61,5,2,2,1990,5.98,10.37,0,1,4.03,0.148,398539
2951,2022-06-21,261,4,2,2,2008,9.36,18.45,2,0,3.93,0.074,1045878
2952,2021-03-20,331,5,1,2,1986,7.2,12.68,1,1,4.83,0.421,1264729
2953,2022-08-03,161,3,2,1,1997,9.34,15.87,0,0,9.92,0.809,730817
2954,2021-06-22,260,1,3,2,2010,3.86,21.16,1,1,1.82,0.439,882859
2955,2021-01-12,288,4,1,2,2022,1.81,1.49,1,0,3.65,0.141,1073808
2956,2023-03-11,317,3,2,1,1999,8.22,23.13,2,1,3.63,0.489,1173960
2957,2021-05-08,347,4,1,1,2014,8.24,8.61,2,1,9.77,0.337,1366808
2958,2022-08-31,107,3,1,2,1986,6.57,1.65,2,1,4.66,0.502,545356
2959,2021-04-02,83,5,1,2,2009,6.22,20.97,0,1,6.1,0.391,436328
2960,2022-10-15,312,3,2,2,1983,9.23,23.39,0,1,2.78,0.648,1131038
2961,2022-06-27,84,5,1,2,2009,2.59,19.33,0,0,1.11,0.804,273689
2962,2023-04-26,320,1,1,2,2009,6.55,20.21,0,1,4.05,0.886,1095338
2963,2022-06-16,276,5,1,1,2009,1.45,21.85,2,1,6.75,0.741,933320
2964,2022-10-20,74,2,3,1,1997,2.27,13.3,1,0,7.22,0.355,298050
2965,2023-04-08,283,1,2,1,2022,4.94,17.17,1,0,7.78,0.448,999162
2966,2022-03-23,108,3,3,2,1989,8.39,7.52,1,0,8.75,0.642,609795
2967,2022-01-25,300,3,1,2,1993,7.6,6.62,0,1,2.04,0.22,1146363
2968,2022-11-03,135,2,1,2,2015,9.77,15.42,0,1,1.75,0.702,605992
2969,2023-05-11,300,3,3,2,2002,1.4,18.5,0,0,8.09,0.65,1025084
2970,2021-02-12,229,1,1,1,1991,4.43,10.23,1,0,4.92,0.656,823648
2971,2021-09-11,256,1,3,1,1991,2.43,10.31,0,1,9.52,0.333,974747
2972,2021-05-10,198,5,1,2,2013,1.33,23.88,1,1,9.49,0.602,677929
2973,2021-03-01,120,4,1,2,2005,3.38,13.2,0,1,2.27,0.198,513403
2974,2022-10-25,170,3,1,2,1985,3.2,24.66,1,1,7.22,0.19,652108
2975,2022-04-12,302,2,1,1,2016,4.78,21.64,0,1,1.6,0.769,989127
2976,2021-10-14,142,1,2,1,1994,2.26,16.17,2,0,4.63,0.38,492363
2977,2022-06-01,305,1,2,2,2021,5.4,0.72,0,1,8.58,0.545,1213674
2978,2022-04-12,303,1,2,2,2018,9.28,7.75,1,0,5.15,0.293,1192803
2979,2023-02-17,337,4,3,1,1998,7.73,10.73,1,1,1.3,0.236,1304677
2980,2021-12-11,108,4,3,2,2019,8.58,16.49,1,1,3.16,0.78,553553
2981,2022-10-04,118,3,3,1,2002,8.24,10.19,2,1,1.78,0.794,594493
2982,2022-01-17,135,2,3,2,2015,4.51,20.78,2,1,4.67,0.836,498891
2983,2023-02-18,323,4,2,1,1992,7.38,16.74,1,1,7.27,0.854,1241565
2984,2022-11-21,276,5,3,2,2010,7.79,9.01,1,0,6.94,0.411,1141327
2985,2021-09-10,130,4,3,1,2016,2.85,19.72,1,0,7.47,0.809,501291
2986,2021-02-25,163,1,3,1,2005,8.74,7.93,0,0,4.45,0.346,752530
2987,2022-04-08,233,2,1,2,2022,5.12,2.04,1,0,3.39,0.053,906122
2988,2022-04-02,329,3,3,1,1997,1.15,4.73,0,0,1.51,0.689,1106421
2989,2021-03-24,103,4,1,2,2012,6.79,0.57,2,0,9.47,0.199,631895
2990,2021-04-09,246,1,3,1,2019,7.09,20.89,2,0,2.06,0.451,918981
2991,2021-05-29,342,5,3,2,2011,5.97,15.86,1,1,2.6,0.164,1330438
2992,2021-11-25,342,5,1,2,1983,2.91,14.48,2,1,1.23,0.392,1213437
2993,2021-06-05,340,3,3,1,2020,5.34,16.72,0,0,3.85,0.885,1214033
2994,2021-07-09,229,3,1,2,1998,4.6,16.51,0,0,8.37,0.613,849582
2995,2022-05-09,271,4,3,2,1986,9.77,14.35,1,1,3.99,0.148,1188030
2996,2023-06-02,323,3,3,2,2014,8.42,21.14,1,0,6.99,0.726,1223142
2997,2021-09-20,293,1,1,2,2005,7.86,11.3,2,1,9.69,0.848,1145877
2998,2021-03-21,203,1,2,1,2002,2.63,20.22,1,0,9.03,0.166,730383
2999,2022-02-04,322,1,1,1,2013,3.98,19.77,1,1,2.62,0.744,1057258
3000,2023-02-03,184,4,2,2,1986,4.42,5.39,1,1,4.23,0.549,744084
3001,2022-09-01,57,4,1,1,1990,5.43,11.62,0,0,7.76,0.604,336636
3002,2021-09-17,177,3,2,2,1987,1.27,20.96,2,0,9.8,0.939,630251
3003,2023-02-11,105,4,3,2,1992,6.34,20.86,1,1,7.44,0.037,524192
3004,2022-09-07,175,1,2,2,2011,4.22,1.09,1,0,3.27,0.639,702772
3005,2022-07-06,208,2,3,1,2020,6.06,5.96,1,0,2.2,0.081,848281
3006,2023-02-24,108,1,1,2,2013,1.08,10.88,0,1,5.46,0.79,388074
3007,2021-04-11,107,2,2,2,1997,3.89,1.66,0,1,2.74,0.896,464245
3008,2021-12-25,189,3,3,1,1994,7.92,6.89,1,0,3.05,0.087,851354
3009,2022-01-15,225,5,1,2,2022,5.51,6.83,2,1,6.71,0.026,934164
3010,2023-03-31,157,4,2,1,2003,8.1,5.76,0,0,5.63,0.956,699842
3011,2021-08-09,260,4,3,1,2000,7.29,10.22,1,1,2.09,0.927,1008363
3012,2023-03-31,123,1,2,1,1997,8.69,20.42,2,0,2.38,0.924,510978
3013,2022-02-24,216,1,2,2,1993,1.07,6.48,1,0,1.17,0.94,684505
3014,2021-05-04,282,2,3,2,1998,3.35,14.76,2,0,2.98,0.5,998979
3015,2022-02-26,231,4,3,2,1992,5.94,14.16,0,1,8.99,0.977,944764
3016,2021-08-19,171,3,1,2,1995,9.47,20.54,2,1,8.14,0.892,747304
3017,2022-11-21,252,1,3,2,1981,7.12,10.15,0,1,4.73,0.098,1004177
3018,2021-03-04,78,4,3,2,2013,5.11,5.98,0,1,7.68,0.813,457619
3019,2022-04-30,251,5,2,2,2005,2.17,22.34,2,0,4.66,0.712,869662
3020,2022-09-20,142,2,3,2,2001,5.44,20.91,0,0,8.13,0.134,582251
3021,2022-12-04,225,1,2,2,1999,4.97,15.73,2,1,2.64,0.738,809919
3022,2022-07-28,260,1,2,2,2008,8.01,2.78,2,0,2.37,0.485,1062442
3023,2023-02-07,233,3,3,2,1997,4.72,0.89,0,1,1.7,0.854,884972
3024,2022-04-28,144,1,3,2,2008,3.87,4.97,0,0,3.18,0.819,546323
3025,2022-06-03,322,4,3,1,2021,1.81,5.32,0,1,2.32,0.942,1118141
3026,2021-06-04,186,4,3,1,2006,1.42,3.84,0,0,8.19,0.075,777332
3027,2021-04-02,286,4,1,2,2014,4.95,6.92,0,1,3.16,0.71,1080393
3028,2022-06-10,314,5,2,2,2008,4.12,8.78,1,1,5.65,0.377,1163279
3029,2022-03-31,184,5,1,1,1985,6.0,18.98,1,0,7.81,0.776,744480
3030,2023-01-11,193,1,1,1,2016,7.41,17.88,1,0,7.09,0.603,751654
3031,2022-08-21,68,5,2,2,2004,1.36,3.06,1,1,2.84,0.496,371858
3032,2022-10-07,280,5,1,2,2000,5.47,24.44,1,0,1.69,0.004,975333
3033,2022-05-25,183,3,3,2,2010,8.76,18.93,2,1,9.21,0.607,848356
3034,2021-07-02,163,5,3,2,2019,5.1,4.5,0,1,6.6,0.42,772560
3035,2022-01-21,188,2,3,2,1995,5.69,3.55,1,1,7.36,0.333,872051
3036,2022-07-28,174,2,3,1,1993,5.38,2.64,2,1,4.47,0.989,789748
3037,2023-01-01,253,2,2,2,1985,4.51,18.43,2,0,3.17,0.7,894096
3038,2022-02-09,110,1,3,1,1990,1.99,6.29,1,0,5.78,0.54,444561
3039,2021-09-03,299,4,2,1,2006,2.14,2.29,1,0,1.7,0.869,1070503
3040,2023-01-12,347,3,2,2,2017,2.61,10.83,1,0,8.2,0.227,1261799
3041,2022-08-14,62,1,2,2,1984,8.13,17.86,1,1,6.89,0.62,378444
3042,2022-10-23,304,4,2,1,1994,3.48,7.96,2,1,7.85,0.861,1159217
3043,2022-10-12,134,3,1,2,2017,9.53,12.32,0,1,6.12,0.124,687602
3044,2022-04-16,69,3,1,1,1995,8.29,5.22,0,0,6.2,0.236,484852
3045,2023-04-06,99,3,3,1,1997,7.16,11.01,2,0,6.4,0.083,600190
3046,2023-06-07,213,2,2,2,2012,7.48,9.29,1,1,8.06,0.992,855423
3047,2022-02-27,141,2,3,2,2014,1.43,11.13,0,0,3.03,0.581,520174
3048,2021-03-06,137,2,3,2,2003,6.12,11.91,1,0,7.13,0.489,622691
3049,2021-01-13,118,3,3,1,2014,9.47,2.76,0,0,5.97,0.338,658613
3050,2021-08-01,86,3,3,1,1986,1.35,2.79,0,1,5.46,0.449,385414
3051,2021-08-30,302,2,2,1,1993,3.62,6.88,0,1,5.87,0.776,1098300
3052,2022-05-08,301,3,2,2,2009,1.46,3.34,2,0,3.45,0.917,1055790
3053,2021-08-01,189,2,1,1,2003,6.13,6.69,1,1,1.33,0.105,742145
3054,2022-11-24,217,2,2,2,1994,2.05,1.1,0,1,7.83,0.3,853756
3055,2021-12-04,103,2,2,2,1992,5.31,9.09,0,1,9.25,0.189,552776
3056,2021-06-22,227,4,3,1,1998,7.48,5.73,0,1,5.33,0.435,1016950
3057,2022-11-03,346,3,2,2,2008,2.48,22.36,1,0,8.54,0.53,1180208
3058,2021-06-13,155,1,3,1,2001,7.8,21.52,0,0,6.0,0.721,623048
3059,2022-04-10,186,2,2,2,1981,1.54,7.86,2,1,9.37,0.876,730447
3060,2022-05-12,239,1,1,2,2018,2.35,12.15,0,1,5.58,0.542,841891
3061,2022-12-01,177,4,3,1,1992,3.52,23.92,0,1,2.84,0.489,634869
3062,2022-01-30,96,3,2,2,2015,8.16,13.34,2,1,8.83,0.576,564135
3063,2022-12-04,54,2,2,1,2017,8.65,21.29,1,0,8.2,0.888,331645
3064,2021-11-04,306,2,3,2,1997,2.98,20.75,1,0,4.58,0.649,1021155
3065,2023-02-07,349,2,1,1,1994,1.86,23.56,0,0,8.58,0.787,1111221
3066,2021-07-02,199,1,1,1,2014,8.63,7.99,1,1,1.08,0.719,776717
3067,2022-09-21,343,4,2,2,1996,6.84,1.56,2,1,8.2,0.924,1351341
3068,2023-03-05,292,3,2,2,1992,2.42,3.05,1,0,7.19,0.817,1059337
3069,2022-05-25,324,4,2,1,2001,6.02,14.5,0,0,4.42,0.341,1176220
3070,2022-12-09,257,2,3,1,2019,8.85,13.49,2,0,8.12,0.854,1058844
3071,2022-06-30,164,4,3,1,2000,1.63,7.81,0,1,2.14,0.467,635889
3072,2022-07-18,244,1,3,1,2005,1.75,6.59,2,1,2.83,0.847,845028
3073,2022-09-16,219,5,2,2,1983,3.46,17.88,2,1,5.8,0.906,806778
3074,2023-02-03,131,5,1,2,1986,6.87,8.84,0,1,8.93,0.685,707406
3075,2022-08-17,203,3,3,2,1989,2.6,15.3,0,0,2.17,0.719,688049
3076,2023-01-14,190,3,1,2,1994,8.35,17.95,1,1,6.08,0.141,799464
3077,2021-08-15,195,4,2,2,2005,7.75,11.05,1,1,7.78,0.324,853349
3078,2023-01-15,171,3,3,1,1995,6.05,5.24,0,0,7.69,0.558,780230
3079,2023-01-03,301,1,3,1,2019,2.04,21.59,0,0,6.65,0.004,1043122
3080,2022-03-12,138,2,3,2,2013,9.89,2.79,1,1,9.47,0.847,759066
3081,2022-02-26,107,2,2,2,1996,5.41,20.82,0,0,5.34,0.369,426860
3082,2022-07-08,112,4,2,1,2017,5.07,21.0,2,0,8.92,0.723,511693
3083,2021-01-21,329,2,2,2,1995,9.96,14.49,1,0,6.58,0.769,1276160
3084,2022-07-08,121,4,1,2,2013,8.77,15.92,1,0,7.64,0.548,559927
3085,2022-02-01,58,3,1,1,2008,5.11,9.27,2,1,5.18,0.79,354420
3086,2022-09-17,143,3,3,2,1997,4.77,21.12,2,0,2.51,0.682,577211
3087,2021-04-15,201,1,3,2,1990,1.86,6.96,0,0,1.98,0.36,701138
3088,2021-07-11,89,2,2,2,1991,9.34,14.21,0,0,7.14,0.816,483996
3089,2021-01-17,111,1,2,2,2016,8.59,0.54,2,0,4.39,0.636,609263
3090,2021-04-30,303,5,2,1,1981,3.79,23.53,2,1,6.11,0.16,1116858
3091,2022-01-28,118,1,3,2,1997,7.78,23.73,1,0,7.71,0.773,515481
3092,2022-03-01,294,4,2,2,2017,7.86,17.91,1,1,8.08,0.676,1173590
3093,2021-05-09,219,4,1,1,2012,3.05,10.87,1,1,5.59,0.285,854769
3094,2021-05-10,227,1,1,1,1988,6.52,4.88,0,0,3.83,0.842,836726
3095,2022-07-26,238,3,3,1,1994,3.3,12.57,1,1,7.98,0.374,899637
3096,2022-07-14,309,5,3,2,2007,8.11,19.89,2,0,4.74,0.553,1173261
3097,2021-01-29,121,1,1,1,1987,2.38,15.33,1,0,9.43,0.343,434028
3098,2021-04-07,66,3,2,1,2015,7.02,13.42,2,0,8.42,0.724,432530
3099,2021-01-10,106,1,3,2,2018,3.93,21.31,2,0,7.72,0.581,440747
3100,2021-08-30,267,2,3,1,1987,1.33,8.17,0,1,3.17,0.47,936835
3101,2023-04-06,156,4,3,2,2021,2.11,21.57,0,0,4.26,0.02,600328
3102,2021-08-20,222,2,1,2,1998,6.89,11.27,1,0,8.64,0.607,889163
3103,2023-02-28,268,2,3,2,1983,3.16,0.56,1,0,1.21,0.622,964210
3104,2021-10-11,296,5,1,1,2006,6.68,18.43,1,0,8.03,0.181,1151132
3105,2022-12-16,267,3,1,2,1992,4.73,22.01,0,1,4.64,0.332,959272
3106,2023-01-29,80,4,2,1,2017,7.23,12.37,2,0,8.19,0.879,465483
3107,2023-03-13,96,2,2,1,2000,5.44,11.64,2,1,5.97,0.549,510410
3108,2023-02-15,183,4,2,2,2005,3.78,20.23,0,0,5.74,0.435,676875
3109,2022-12-27,157,3,3,2,2002,2.31,22.18,1,1,7.31,0.936,577309
3110,2021-07-19,121,1,1,1,2009,4.07,24.37,0,0,8.26,0.812,418861
3111,2021-03-20,157,2,3,2,2010,6.71,8.97,2,0,7.24,0.097,727090
3112,2023-05-05,321,3,1,1,2010,7.66,15.07,0,0,5.06,0.859,1191435
3113,2023-05-06,220,4,3,1,1995,2.44,20.66,0,1,3.89,0.15,717009
3114,2021-06-22,165,3,1,1,2021,6.98,13.53,2,1,8.61,0.175,748667
3115,2022-04-12,123,1,2,1,2020,2.61,11.82,0,0,5.69,0.075,489814
3116,2022-08-04,305,3,2,1,1986,3.0,14.51,0,1,8.05,0.481,1068624
3117,2022-02-20,130,4,3,1,1996,5.78,9.24,0,1,9.96,0.645,643222
3118,2022-03-25,317,2,1,2,2003,3.6,5.21,1,1,6.79,0.754,1143437
3119,2021-03-28,177,2,2,1,1999,6.95,2.13,2,1,3.51,0.027,800658
3120,2021-04-11,284,5,1,1,2018,9.6,15.44,1,0,8.79,0.178,1178542
3121,2021-01-08,90,4,3,2,2006,2.34,9.79,2,0,3.46,0.621,383777
3122,2023-04-25,230,5,2,2,1981,6.13,22.13,2,0,3.34,0.526,870550
3123,2021-07-19,206,5,3,1,1980,9.31,5.96,2,1,1.67,0.051,983701
3124,2022-05-20,108,1,3,1,2013,2.59,8.11,0,1,1.71,0.935,405489
3125,2021-03-28,298,4,1,1,2006,4.3,24.28,1,1,8.76,0.759,1079215
3126,2021-02-12,241,2,3,2,2016,2.11,14.13,2,1,3.08,0.359,846098
3127,2022-01-20,73,4,3,1,1985,6.78,9.0,1,0,1.98,0.536,449763
3128,2022-09-13,129,1,1,1,2017,7.02,21.59,1,0,4.17,0.374,477305
3129,2022-03-11,183,4,1,2,2006,6.98,18.71,1,1,7.42,0.455,798454
3130,2022-02-12,262,4,3,2,1995,5.88,14.54,1,1,4.06,0.596,1033843
3131,2022-04-28,215,5,2,2,2014,7.72,22.28,0,0,3.78,0.398,816547
3132,2022-10-26,120,4,2,1,2006,1.32,2.8,0,1,5.39,0.621,525432
3133,2021-01-17,263,5,1,2,2014,9.62,10.17,2,1,1.19,0.465,1087734
3134,2022-10-07,114,5,3,1,2015,3.0,20.36,2,1,5.42,0.657,482375
3135,2021-05-28,270,3,2,2,2017,2.09,9.96,0,1,9.91,0.262,1017030
3136,2021-10-04,335,1,1,2,2007,9.47,23.21,2,1,8.19,0.171,1254834
3137,2021-08-20,234,5,1,1,1982,8.47,4.24,0,1,1.63,0.014,1028885
3138,2023-04-06,256,4,1,1,2020,7.88,8.75,1,0,6.89,0.602,1051061
3139,2022-01-01,148,5,3,2,2010,1.94,10.93,1,1,5.15,0.981,573367
3140,2021-08-16,291,5,1,1,1982,8.27,17.33,0,0,8.44,0.42,1155357
3141,2022-10-13,207,5,2,1,2017,6.48,5.29,2,0,1.89,0.213,879555
3142,2022-03-12,147,2,3,2,2003,7.59,0.74,2,1,3.09,0.013,752107
3143,2022-02-03,91,2,2,1,2005,9.8,24.42,0,1,8.12,0.513,457355
3144,2021-07-30,188,2,2,1,2020,2.75,22.52,0,0,8.64,0.993,676095
3145,2022-01-26,332,2,2,2,2007,5.54,7.86,1,0,5.76,0.984,1210790
3146,2022-05-14,276,3,3,1,1988,7.78,12.35,2,1,1.18,0.101,1067905
3147,2022-06-24,121,5,2,1,2016,4.9,12.48,1,1,9.04,0.816,586481
3148,2022-07-17,292,3,1,1,2006,1.49,21.8,0,0,4.44,0.173,935587
3149,2022-05-06,67,4,1,2,1982,2.0,15.13,2,0,1.36,0.809,230729
3150,2022-03-18,126,1,2,1,2020,6.42,20.75,1,1,8.37,0.854,536521
3151,2021-09-18,94,3,1,1,2007,3.57,22.84,2,1,4.76,0.008,430129
3152,2023-02-12,189,2,3,1,2011,2.24,14.37,2,0,2.71,0.237,712047
3153,2021-12-16,226,2,3,1,2014,4.06,7.49,0,1,8.21,0.057,920585
3154,2021-12-18,271,4,1,1,1986,2.81,12.72,1,1,5.12,0.499,962307
3155,2022-06-04,141,5,1,2,1986,1.22,21.35,0,1,6.47,0.027,530598
3156,2021-11-16,71,1,3,1,2000,2.37,14.8,1,1,8.41,0.626,337011
3157,2021-05-18,221,3,2,2,2011,8.95,22.45,0,1,5.7,0.558,888002
3158,2022-07-04,141,5,3,1,2017,1.11,22.44,0,0,1.99,0.379,489851
3159,2022-09-15,241,5,2,2,1999,7.96,9.65,0,0,9.67,0.462,1058577
