transaction_id,date,customer_id,gender,age,product_category,quantity,price_per_unit,total_amount,channel,payment_method,membership_tier
5811,2023-04-01,CUST0909,Female,63,Electronics,4,312,1248,Store,Credit Card,Silver
5812,2023-12-25,CUST1070,Male,38,Home,4,164,656,Store,Credit Card,Bronze
5813,2023-08-26,CUST0455,Female,38,Clothing,1,48,48,Online,E-Wallet,Gold
5814,2023-08-02,CUST0675,Female,52,Home,5,128,640,Store,Debit Card,Gold
5815,2023-09-07,CUST0570,Female,65,Sports,2,68,136,Online,Debit Card,Silver
5816,2023-06-22,CUST0338,Male,18,Clothing,4,70,280,Store,Credit Card,Gold
5817,2023-11-27,CUST0174,Male,54,Sports,1,122,122,Online,E-Wallet,Gold
5818,2023-04-12,CUST0459,Male,64,Beauty,1,59,59,Store,E-Wallet,Silver
5819,2023-06-21,CUST0032,Female,54,Electronics,3,491,1473,Online,E-Wallet,Bronze
5820,2023-09-26,CUST0538,Female,27,Beauty,5,50,250,Online,Cash,Bronze
5821,2023-07-03,CUST0848,Male,38,Sports,2,192,384,Store,E-Wallet,Gold
5822,2023-03-27,CUST0893,Male,64,Sports,2,180,360,Online,Credit Card,Silver
5823,2023-12-03,CUST0358,Female,45,Clothing,4,96,384,Store,E-Wallet,Silver
5824,2023-11-14,CUST0073,Male,61,Clothing,2,60,120,Store,Cash,Gold
5825,2023-05-11,CUST1158,Female,28,Home,1,77,77,Online,E-Wallet,Silver
5826,2023-11-26,CUST0590,Male,40,Electronics,2,638,1276,Store,Cash,Silver
5827,2023-06-20,CUST0922,Female,35,Beauty,1,91,91,Online,Credit Card,Silver
5828,2023-08-16,CUST1150,Male,59,Beauty,5,28,140,Store,Credit Card,Silver
5829,2023-06-10,CUST0673,Male,57,Electronics,4,587,2348,Online,Debit Card,Bronze
5830,2023-05-26,CUST1157,Male,25,Beauty,2,54,108,Online,Credit Card,Silver
5831,2023-04-04,CUST1137,Female,38,Clothing,5,96,480,Online,E-Wallet,Gold
5832,2023-03-10,CUST0556,Female,26,Sports,1,74,74,Online,Credit Card,Gold
5833,2023-04-04,CUST0195,Female,52,Home,2,175,350,Store,Debit Card,Bronze
5834,2023-10-21,CUST0170,Male,23,Beauty,1,85,85,Store,Debit Card,Gold
5835,2023-08-29,CUST0782,Male,67,Clothing,2,115,230,Online,E-Wallet,Silver
5836,2023-09-22,CUST0782,Male,59,Electronics,2,423,846,Store,Cash,Silver
5837,2023-03-25,CUST0285,Male,57,Home,5,130,650,Online,Credit Card,Bronze
5838,2023-03-30,CUST1017,Female,32,Sports,3,153,459,Online,Debit Card,Silver
5839,2023-09-08,CUST0592,Female,49,Home,4,238,952,Online,Cash,Bronze
5840,2023-10-06,CUST0177,Female,56,Sports,4,82,328,Store,Cash,Bronze
5841,2023-12-07,CUST0103,Male,44,Beauty,1,83,83,Store,Credit Card,Gold
5842,2023-10-09,CUST0781,Male,25,Beauty,2,23,46,Online,Credit Card,Bronze
5843,2023-02-16,CUST0916,Male,29,Clothing,3,97,291,Online,Credit Card,Silver
5844,2023-05-16,CUST0760,Male,69,Home,4,79,316,Online,Cash,Silver
5845,2023-12-02,CUST0263,Male,51,Clothing,3,63,189,Online,Cash,Bronze
5846,2023-06-22,CUST0390,Female,18,Electronics,1,706,706,Online,Credit Card,Silver
5847,2023-06-04,CUST0562,Male,51,Home,3,121,363,Online,Credit Card,Bronze
5848,2023-01-08,CUST0510,Male,41,Beauty,5,100,500,Store,Credit Card,Silver
5849,2023-12-30,CUST0516,Female,45,Sports,3,195,585,Store,Credit Card,Gold
5850,2023-12-07,CUST0871,Female,35,Sports,5,168,840,Online,E-Wallet,Silver
5851,2023-01-01,CUST0047,Male,45,Electronics,4,469,1876,Store,Cash,Bronze
5852,2023-06-29,CUST0889,Male,52,Electronics,5,213,1065,Online,Credit Card,Silver
5853,2023-09-23,CUST0217,Male,33,Beauty,1,82,82,Online,Cash,Bronze
5854,2023-08-19,CUST0530,Male,22,Clothing,4,42,168,Store,E-Wallet,Bronze
5855,2023-08-08,CUST0710,Female,44,Clothing,2,112,224,Store,Debit Card,Silver
5856,2023-07-18,CUST0263,Female,60,Clothing,4,107,428,Store,Credit Card,Silver
5857,2023-10-29,CUST0839,Female,37,Clothing,2,131,262,Store,Debit Card,Bronze
5858,2023-07-22,CUST0269,Female,60,Clothing,2,170,340,Store,Debit Card,Bronze
5859,2023-06-25,CUST0814,Male,18,Electronics,5,424,2120,Store,Cash,Bronze
5860,2023-12-13,CUST0748,Female,52,Home,1,233,233,Store,Cash,Silver
5861,2023-03-30,CUST0308,Male,28,Electronics,3,486,1458,Online,Debit Card,Bronze
5862,2023-02-16,CUST0170,Male,28,Sports,3,193,579,Store,E-Wallet,Gold
5863,2023-03-05,CUST0327,Female,20,Beauty,5,62,310,Store,Cash,Bronze
5864,2023-03-06,CUST0908,Female,65,Home,4,262,1048,Store,Debit Card,Bronze
5865,2023-07-05,CUST1142,Male,30,Sports,5,130,650,Online,Credit Card,Silver
5866,2023-04-07,CUST0414,Female,59,Home,2,182,364,Store,E-Wallet,Bronze
5867,2023-02-25,CUST0519,Female,56,Sports,5,212,1060,Online,Credit Card,Silver
5868,2023-02-22,CUST0264,Female,40,Beauty,1,57,57,Online,E-Wallet,Bronze
5869,2023-12-29,CUST1031,Male,49,Clothing,2,145,290,Store,Debit Card,Bronze
5870,2023-11-26,CUST0891,Female,29,Clothing,4,127,508,Online,E-Wallet,Bronze
5871,2023-07-30,CUST0620,Male,31,Sports,2,154,308,Online,Debit Card,Silver
5872,2023-01-29,CUST0783,Male,54,Beauty,5,76,380,Store,Cash,Bronze
5873,2023-11-16,CUST0342,Female,65,Home,2,288,576,Online,Credit Card,Silver
5874,2023-05-30,CUST0340,Male,40,Beauty,5,67,335,Online,Credit Card,Silver
5875,2023-07-10,CUST0336,Male,58,Beauty,3,21,63,Online,Cash,Gold
5876,2023-07-07,CUST1064,Female,34,Clothing,3,66,198,Online,Credit Card,Bronze
5877,2023-01-12,CUST0578,Female,51,Sports,4,218,872,Store,Cash,Silver
5878,2023-01-09,CUST0899,Female,58,Home,5,77,385,Store,Debit Card,Bronze
5879,2023-03-15,CUST1126,Female,58,Beauty,2,66,132,Store,Credit Card,Gold
5880,2023-09-12,CUST1106,Male,59,Clothing,4,60,240,Store,Debit Card,Bronze
5881,2023-03-11,CUST0107,Female,63,Home,4,183,732,Online,E-Wallet,Gold
5882,2023-06-28,CUST0220,Male,30,Beauty,2,106,212,Store,E-Wallet,Silver
5883,2023-08-10,CUST0492,Male,25,Home,5,135,675,Store,E-Wallet,Bronze
5884,2023-12-25,CUST0308,Male,20,Sports,4,144,576,Online,Credit Card,Bronze
5885,2023-04-14,CUST0071,Male,20,Beauty,3,53,159,Online,Debit Card,Gold
5886,2023-06-29,CUST0805,Male,49,Sports,2,110,220,Store,Cash,Silver
5887,2023-06-03,CUST0825,Male,47,Clothing,2,199,398,Store,Credit Card,Silver
5888,2023-05-31,CUST0554,Female,32,Electronics,1,738,738,Store,Debit Card,Bronze
5889,2023-06-18,CUST0485,Male,49,Electronics,3,778,2334,Online,Debit Card,Gold
5890,2023-05-16,CUST1165,Female,41,Clothing,4,130,520,Store,Credit Card,Silver
5891,2023-12-10,CUST0620,Female,55,Electronics,2,556,1112,Store,Credit Card,Bronze
5892,2023-07-14,CUST0221,Female,51,Electronics,3,768,2304,Store,E-Wallet,Bronze
5893,2023-07-31,CUST0522,Male,50,Home,4,169,676,Online,Cash,Bronze
5894,2023-01-24,CUST0063,Female,39,Electronics,4,218,872,Online,Credit Card,Gold
5895,2023-05-25,CUST0175,Male,58,Home,5,139,695,Online,E-Wallet,Gold
5896,2023-02-27,CUST0965,Female,57,Home,1,149,149,Store,Credit Card,Bronze
5897,2023-04-26,CUST0180,Female,19,Home,3,259,777,Online,E-Wallet,Silver
5898,2023-12-02,CUST1046,Male,57,Sports,2,150,300,Online,Debit Card,Bronze
5899,2023-07-26,CUST1061,Male,28,Sports,2,121,242,Online,Credit Card,Bronze
5900,2023-06-24,CUST0615,Female,57,Beauty,5,57,285,Online,Cash,Silver
5901,2023-01-29,CUST0952,Female,69,Sports,5,221,1105,Online,Debit Card,Gold
5902,2023-07-16,CUST0519,Male,35,Beauty,1,119,119,Online,Cash,Bronze
5903,2023-02-08,CUST1073,Male,64,Beauty,2,114,228,Store,Cash,Gold
5904,2023-12-07,CUST0390,Male,50,Clothing,1,81,81,Online,Debit Card,Bronze
5905,2023-02-19,CUST0503,Male,44,Beauty,4,91,364,Store,Credit Card,Bronze
5906,2023-12-31,CUST0940,Female,55,Beauty,4,81,324,Store,Debit Card,Gold
5907,2023-01-12,CUST0510,Male,57,Sports,2,233,466,Store,E-Wallet,Gold
5908,2023-05-15,CUST1125,Male,26,Electronics,4,286,1144,Store,Cash,Bronze
5909,2023-08-18,CUST0063,Female,27,Clothing,5,169,845,Store,Cash,Bronze
5910,2023-12-16,CUST0037,Female,66,Clothing,4,95,380,Online,Cash,Silver
5911,2023-11-19,CUST0002,Male,47,Home,3,273,819,Online,Cash,Gold
5912,2023-04-24,CUST0193,Male,31,Electronics,2,678,1356,Online,Cash,Gold
5913,2023-02-13,CUST1050,Female,28,Sports,4,241,964,Online,E-Wallet,Gold
5914,2023-11-22,CUST0339,Female,64,Home,1,123,123,Store,Cash,Bronze
5915,2023-01-30,CUST0305,Female,51,Sports,5,170,850,Store,E-Wallet,Gold
5916,2023-01-22,CUST0430,Male,22,Sports,2,175,350,Online,Cash,Gold
5917,2023-07-07,CUST1075,Male,39,Home,1,216,216,Online,Cash,Bronze
5918,2023-11-15,CUST0150,Male,57,Home,2,62,124,Store,Cash,Silver
5919,2023-11-03,CUST0764,Female,19,Clothing,3,119,357,Store,E-Wallet,Bronze
5920,2023-12-17,CUST1008,Female,57,Home,3,144,432,Store,Cash,Silver
5921,2023-11-24,CUST0885,Male,30,Beauty,3,22,66,Store,E-Wallet,Silver
5922,2023-06-23,CUST1157,Male,32,Sports,3,238,714,Online,Cash,Silver
5923,2023-05-17,CUST1046,Female,24,Sports,3,160,480,Store,E-Wallet,Silver
5924,2023-08-31,CUST0917,Female,22,Sports,4,238,952,Online,Cash,Bronze
5925,2023-02-23,CUST0460,Male,50,Electronics,1,754,754,Online,Cash,Gold
5926,2023-07-01,CUST0089,Female,69,Home,4,220,880,Online,Cash,Gold
5927,2023-05-18,CUST0434,Female,43,Beauty,2,67,134,Online,Cash,Bronze
5928,2023-07-05,CUST0887,Male,49,Clothing,1,85,85,Store,E-Wallet,Bronze
5929,2023-12-05,CUST1087,Female,40,Clothing,3,72,216,Store,Credit Card,Bronze
5930,2023-03-04,CUST0356,Male,68,Beauty,5,102,510,Online,E-Wallet,Silver
5931,2023-07-29,CUST0206,Male,44,Sports,4,238,952,Online,Debit Card,Bronze
5932,2023-12-23,CUST0908,Male,28,Sports,5,206,1030,Online,E-Wallet,Bronze
5933,2023-05-14,CUST0813,Male,68,Beauty,3,32,96,Online,Credit Card,Bronze
5934,2023-09-25,CUST0686,Male,67,Sports,1,77,77,Online,Cash,Bronze
5935,2023-12-29,CUST0990,Female,65,Home,4,279,1116,Online,Credit Card,Silver
5936,2023-02-26,CUST0674,Male,57,Electronics,5,635,3175,Online,E-Wallet,Silver
5937,2023-12-15,CUST0343,Female,38,Home,1,137,137,Store,Debit Card,Gold
5938,2023-12-12,CUST0215,Male,46,Electronics,5,406,2030,Store,Credit Card,Silver
5939,2023-04-23,CUST1186,Male,64,Electronics,4,692,2768,Online,Credit Card,Silver
5940,2023-10-31,CUST0270,Male,19,Electronics,5,771,3855,Store,Debit Card,Bronze
5941,2023-12-07,CUST0328,Female,67,Clothing,4,141,564,Store,Credit Card,Gold
5942,2023-12-16,CUST0840,Female,28,Clothing,5,91,455,Online,Credit Card,Silver
5943,2023-10-13,CUST1137,Male,28,Beauty,1,49,49,Store,E-Wallet,Gold
5944,2023-01-05,CUST0692,Male,53,Home,2,79,158,Online,Credit Card,Bronze
5945,2023-08-21,CUST0325,Male,25,Beauty,2,32,64,Online,E-Wallet,Bronze
5946,2023-02-13,CUST0297,Male,44,Beauty,3,91,273,Online,E-Wallet,Bronze
5947,2023-08-08,CUST0576,Male,46,Clothing,4,51,204,Online,Debit Card,Bronze
5948,2023-07-25,CUST0909,Male,62,Clothing,1,77,77,Store,Credit Card,Gold
5949,2023-06-09,CUST0364,Female,44,Beauty,2,22,44,Store,E-Wallet,Silver
5950,2023-10-14,CUST1119,Male,45,Sports,2,132,264,Store,Debit Card,Gold
5951,2023-11-26,CUST0010,Female,60,Home,4,239,956,Store,E-Wallet,Silver
5952,2023-12-22,CUST0264,Female,41,Beauty,2,82,164,Store,Credit Card,Silver
5953,2023-01-16,CUST0669,Male,33,Home,5,114,570,Store,Debit Card,Silver
5954,2023-02-20,CUST0280,Male,28,Electronics,4,476,1904,Online,Credit Card,Silver
5955,2023-08-02,CUST0171,Male,41,Electronics,3,439,1317,Online,E-Wallet,Silver
5956,2023-09-17,CUST0838,Female,32,Sports,5,215,1075,Online,Credit Card,Silver
5957,2023-08-16,CUST0414,Female,26,Electronics,4,729,2916,Store,Cash,Gold
5958,2023-08-24,CUST1112,Female,41,Clothing,2,128,256,Online,Cash,Silver
5959,2023-10-21,CUST0912,Male,27,Electronics,5,734,3670,Online,Cash,Gold
5960,2023-01-21,CUST0873,Male,41,Home,5,204,1020,Store,Debit Card,Gold
5961,2023-06-23,CUST0667,Male,54,Beauty,3,48,144,Store,Debit Card,Bronze
5962,2023-12-26,CUST0462,Female,56,Sports,3,160,480,Store,Credit Card,Silver
5963,2023-08-24,CUST0790,Male,54,Beauty,5,68,340,Store,E-Wallet,Bronze
5964,2023-02-02,CUST0840,Male,56,Home,5,79,395,Online,Cash,Silver
5965,2023-08-02,CUST0121,Female,50,Home,2,161,322,Online,Debit Card,Gold
5966,2023-05-29,CUST0641,Female,36,Electronics,5,222,1110,Online,Debit Card,Bronze
5967,2023-02-02,CUST0762,Male,31,Clothing,4,152,608,Store,Debit Card,Bronze
5968,2023-06-18,CUST0685,Male,68,Home,1,200,200,Online,Cash,Bronze
5969,2023-01-10,CUST0514,Female,54,Sports,1,160,160,Online,Cash,Gold
5970,2023-05-05,CUST0213,Male,33,Sports,2,159,318,Online,Debit Card,Gold
5971,2023-05-07,CUST0177,Male,58,Home,1,141,141,Online,E-Wallet,Gold
5972,2023-06-03,CUST0346,Female,62,Home,2,115,230,Online,Cash,Silver
5973,2023-07-15,CUST0564,Female,60,Home,2,283,566,Store,E-Wallet,Bronze
5974,2023-10-18,CUST0994,Female,52,Electronics,1,644,644,Store,Credit Card,Silver
5975,2023-12-15,CUST0735,Male,18,Beauty,5,92,460,Store,Credit Card,Bronze
5976,2023-02-27,CUST0261,Male,56,Electronics,2,272,544,Online,Cash,Bronze
5977,2023-05-15,CUST0918,Female,45,Electronics,2,224,448,Online,E-Wallet,Gold
5978,2023-06-19,CUST1196,Male,36,Beauty,5,34,170,Online,Credit Card,Bronze
5979,2023-09-09,CUST0406,Female,63,Sports,2,77,154,Online,Credit Card,Gold
5980,2023-12-03,CUST0643,Female,53,Electronics,5,463,2315,Online,Cash,Gold
5981,2023-01-16,CUST0450,Male,63,Clothing,5,145,725,Online,Cash,Silver
5982,2023-09-14,CUST0784,Male,25,Electronics,5,388,1940,Store,Cash,Bronze
5983,2023-11-27,CUST0436,Female,41,Electronics,2,291,582,Online,Cash,Gold
5984,2023-08-02,CUST0988,Male,49,Electronics,1,411,411,Online,Credit Card,Silver
5985,2023-06-19,CUST0621,Male,28,Sports,1,157,157,Online,Cash,Bronze
5986,2023-07-22,CUST0728,Male,35,Clothing,5,98,490,Store,Credit Card,Silver
5987,2023-08-11,CUST0886,Male,49,Sports,2,234,468,Store,E-Wallet,Gold
5988,2023-04-21,CUST0983,Female,50,Clothing,3,62,186,Store,E-Wallet,Bronze
5989,2023-06-06,CUST0766,Female,39,Sports,3,167,501,Online,Credit Card,Gold
5990,2023-03-16,CUST0984,Male,34,Beauty,1,48,48,Store,Cash,Gold
5991,2023-10-09,CUST0773,Male,43,Beauty,3,21,63,Store,E-Wallet,Bronze
5992,2023-04-01,CUST0305,Male,19,Electronics,1,333,333,Store,Cash,Gold
5993,2023-04-07,CUST0516,Female,57,Clothing,1,176,176,Online,Credit Card,Silver
5994,2023-11-17,CUST1004,Female,67,Sports,2,245,490,Store,Cash,Bronze
5995,2023-08-31,CUST0140,Male,24,Electronics,1,349,349,Online,Debit Card,Gold
5996,2023-02-22,CUST1171,Female,46,Clothing,3,159,477,Online,Credit Card,Silver
5997,2023-10-15,CUST0671,Female,34,Electronics,5,679,3395,Store,Cash,Bronze
5998,2023-01-05,CUST0764,Male,33,Electronics,5,656,3280,Online,E-Wallet,Silver
5999,2023-09-20,CUST0655,Female,51,Beauty,2,97,194,Online,E-Wallet,Gold
6000,2023-04-17,CUST0696,Male,43,Sports,2,213,426,Online,Credit Card,Gold
6001,2023-10-11,CUST1028,Male,58,Electronics,5,529,2645,Store,Credit Card,Gold
6002,2023-11-12,CUST0212,Female,48,Electronics,1,377,377,Online,Cash,Silver
6003,2023-12-04,CUST1019,Female,65,Clothing,2,72,144,Store,Cash,Gold
6004,2023-05-23,CUST0697,Female,35,Clothing,4,102,408,Store,Credit Card,Bronze
6005,2023-02-05,CUST0370,Male,21,Clothing,2,161,322,Online,Credit Card,Silver
6006,2023-03-27,CUST0714,Male,44,Electronics,2,536,1072,Online,E-Wallet,Silver
6007,2023-04-27,CUST0438,Male,20,Clothing,4,167,668,Online,Credit Card,Silver
6008,2023-09-21,CUST0520,Female,32,Clothing,4,142,568,Online,Credit Card,Gold
6009,2023-12-24,CUST1100,Female,19,Beauty,2,37,74,Online,Cash,Silver
6010,2023-10-26,CUST0047,Female,26,Beauty,2,23,46,Online,Debit Card,Gold
6011,2023-04-14,CUST0751,Male,27,Beauty,5,111,555,Store,Cash,Bronze
6012,2023-09-05,CUST1108,Female,66,Beauty,5,57,285,Online,Debit Card,Gold
6013,2023-01-11,CUST0070,Male,24,Beauty,2,57,114,Online,Cash,Bronze
6014,2023-01-15,CUST0323,Male,45,Home,2,202,404,Store,Credit Card,Bronze
6015,2023-01-11,CUST0916,Female,50,Electronics,4,765,3060,Store,Credit Card,Gold
6016,2023-09-13,CUST1070,Male,60,Sports,4,75,300,Online,Credit Card,Silver
6017,2023-07-29,CUST0468,Female,20,Clothing,1,187,187,Online,Credit Card,Bronze
6018,2023-05-15,CUST0392,Male,30,Home,1,73,73,Online,Debit Card,Gold
6019,2023-04-03,CUST0125,Male,27,Home,5,122,610,Online,E-Wallet,Gold
6020,2023-12-18,CUST0766,Male,23,Clothing,2,139,278,Store,Debit Card,Bronze
6021,2023-01-06,CUST0486,Female,30,Beauty,3,114,342,Online,Debit Card,Gold
6022,2023-08-17,CUST0588,Female,48,Sports,5,187,935,Online,E-Wallet,Silver
6023,2023-08-03,CUST0994,Female,33,Clothing,4,106,424,Store,Credit Card,Bronze
6024,2023-05-14,CUST1169,Male,23,Beauty,5,21,105,Store,Debit Card,Gold
6025,2023-12-07,CUST0738,Female,56,Sports,4,149,596,Online,Credit Card,Bronze
6026,2023-05-30,CUST0654,Female,44,Electronics,5,695,3475,Store,E-Wallet,Gold
6027,2023-07-29,CUST0482,Female,62,Sports,4,98,392,Online,Credit Card,Gold
6028,2023-02-06,CUST0680,Female,29,Clothing,3,119,357,Store,Cash,Gold
6029,2023-08-26,CUST0563,Female,53,Beauty,4,107,428,Store,Debit Card,Bronze
6030,2023-08-30,CUST0874,Male,39,Beauty,3,119,357,Online,E-Wallet,Gold
6031,2023-11-14,CUST0706,Female,22,Sports,1,110,110,Online,E-Wallet,Gold
6032,2023-01-31,CUST1043,Female,25,Beauty,3,100,300,Online,Credit Card,Bronze
6033,2023-08-02,CUST0749,Female,28,Sports,2,62,124,Online,Debit Card,Gold
6034,2023-08-23,CUST0815,Male,59,Beauty,2,59,118,Store,E-Wallet,Silver
6035,2023-06-02,CUST1026,Female,21,Beauty,3,24,72,Online,Credit Card,Bronze
6036,2023-06-13,CUST0603,Female,65,Home,2,292,584,Online,E-Wallet,Bronze
6037,2023-10-06,CUST0514,Male,58,Beauty,2,47,94,Store,Cash,Bronze
6038,2023-04-13,CUST1067,Female,50,Sports,3,203,609,Online,E-Wallet,Bronze
6039,2023-01-29,CUST0652,Male,56,Electronics,5,240,1200,Store,Debit Card,Gold
6040,2023-08-06,CUST0258,Female,67,Electronics,4,506,2024,Store,Credit Card,Gold
6041,2023-07-01,CUST0395,Female,33,Clothing,3,51,153,Online,Debit Card,Bronze
6042,2023-01-22,CUST0656,Female,47,Beauty,4,109,436,Online,Credit Card,Silver
6043,2023-05-14,CUST0309,Female,38,Home,4,240,960,Store,Credit Card,Bronze
6044,2023-01-28,CUST0447,Male,23,Sports,2,82,164,Online,E-Wallet,Bronze
6045,2023-12-11,CUST0501,Female,57,Electronics,2,345,690,Store,E-Wallet,Bronze
6046,2023-02-16,CUST1196,Female,38,Clothing,1,54,54,Online,Cash,Silver
6047,2023-05-06,CUST0295,Male,21,Clothing,3,144,432,Store,Credit Card,Gold
6048,2023-06-24,CUST1056,Male,34,Clothing,4,173,692,Online,Debit Card,Gold
6049,2023-06-11,CUST0863,Female,61,Sports,2,100,200,Online,Cash,Bronze
6050,2023-05-25,CUST0227,Female,40,Sports,1,226,226,Online,Credit Card,Bronze
6051,2023-04-10,CUST0686,Male,69,Clothing,4,166,664,Store,Credit Card,Gold
6052,2023-12-25,CUST0836,Male,60,Clothing,2,170,340,Online,Cash,Gold
6053,2023-12-02,CUST0866,Male,40,Home,5,219,1095,Online,Debit Card,Silver
6054,2023-07-21,CUST0525,Female,34,Home,2,248,496,Online,E-Wallet,Gold
6055,2023-06-06,CUST0473,Male,44,Sports,4,247,988,Store,Credit Card,Bronze
6056,2023-04-19,CUST0584,Female,42,Beauty,5,28,140,Online,Cash,Silver
6057,2023-10-31,CUST1149,Male,48,Beauty,3,26,78,Online,Credit Card,Gold
6058,2023-12-17,CUST1118,Female,19,Electronics,1,312,312,Store,Debit Card,Gold
6059,2023-04-28,CUST0382,Male,40,Home,3,223,669,Online,Cash,Bronze
6060,2023-09-08,CUST0228,Male,41,Electronics,4,480,1920,Store,E-Wallet,Gold
6061,2023-05-28,CUST0680,Female,54,Sports,4,57,228,Online,Credit Card,Bronze
6062,2023-09-27,CUST0712,Male,45,Electronics,2,522,1044,Online,Credit Card,Gold
6063,2023-07-01,CUST0382,Female,29,Electronics,5,309,1545,Online,Debit Card,Silver
6064,2023-08-05,CUST0484,Female,34,Home,1,161,161,Online,Debit Card,Bronze
6065,2023-07-23,CUST0786,Female,50,Home,3,97,291,Online,Cash,Bronze
6066,2023-06-21,CUST0558,Male,18,Clothing,1,62,62,Online,Debit Card,Gold
6067,2023-01-15,CUST0767,Male,22,Clothing,5,50,250,Store,Cash,Bronze
6068,2023-08-14,CUST1159,Female,33,Sports,4,112,448,Online,Credit Card,Gold
6069,2023-12-23,CUST0726,Male,66,Clothing,5,197,985,Store,E-Wallet,Silver
6070,2023-12-27,CUST0133,Female,43,Beauty,3,38,114,Online,Debit Card,Gold
6071,2023-02-19,CUST0335,Male,62,Beauty,2,35,70,Store,Debit Card,Silver
6072,2023-03-22,CUST0428,Male,50,Electronics,4,232,928,Store,Cash,Silver
6073,2023-10-10,CUST0542,Female,63,Electronics,5,279,1395,Store,Cash,Gold
6074,2023-09-24,CUST1123,Male,41,Home,2,88,176,Store,E-Wallet,Bronze
6075,2023-05-13,CUST0068,Male,23,Beauty,3,118,354,Online,Debit Card,Gold
6076,2023-02-17,CUST0688,Male,34,Sports,1,54,54,Online,E-Wallet,Gold
6077,2023-12-08,CUST0082,Male,64,Home,2,96,192,Store,Debit Card,Silver
6078,2023-03-16,CUST0571,Male,34,Sports,2,234,468,Online,Cash,Bronze
6079,2023-03-28,CUST0765,Female,41,Beauty,2,64,128,Store,E-Wallet,Gold
6080,2023-01-27,CUST1189,Male,57,Home,4,81,324,Online,Cash,Silver
6081,2023-09-13,CUST0377,Female,21,Sports,4,177,708,Store,Cash,Gold
6082,2023-12-21,CUST0042,Female,66,Clothing,3,76,228,Store,Debit Card,Silver
6083,2023-01-14,CUST0306,Male,51,Home,2,62,124,Online,Debit Card,Bronze
6084,2023-10-29,CUST0185,Male,65,Clothing,5,85,425,Online,Cash,Gold
6085,2023-06-24,CUST0961,Female,53,Sports,1,177,177,Store,Credit Card,Gold
6086,2023-06-16,CUST1035,Male,20,Clothing,2,71,142,Store,Credit Card,Gold
6087,2023-05-01,CUST0437,Female,64,Clothing,5,69,345,Store,Debit Card,Silver
6088,2023-09-27,CUST0556,Male,27,Electronics,3,438,1314,Online,Cash,Silver
6089,2023-07-08,CUST0777,Female,40,Beauty,1,87,87,Online,Cash,Gold
6090,2023-04-17,CUST0160,Male,47,Clothing,3,65,195,Store,E-Wallet,Bronze
6091,2023-07-02,CUST0840,Male,29,Electronics,4,750,3000,Online,Debit Card,Bronze
6092,2023-10-15,CUST0611,Male,20,Clothing,5,183,915,Store,E-Wallet,Silver
6093,2023-12-12,CUST0111,Male,33,Beauty,4,25,100,Online,Cash,Gold
6094,2023-05-27,CUST1120,Male,64,Beauty,5,45,225,Online,Debit Card,Silver
6095,2023-09-05,CUST0047,Male,23,Beauty,2,43,86,Online,Debit Card,Gold
6096,2023-08-13,CUST0135,Female,24,Clothing,2,64,128,Store,Debit Card,Gold
6097,2023-11-11,CUST1158,Female,18,Beauty,3,119,357,Store,Debit Card,Silver
6098,2023-11-17,CUST0248,Male,66,Home,3,174,522,Store,Debit Card,Silver
6099,2023-06-06,CUST1161,Male,67,Sports,1,72,72,Online,E-Wallet,Gold
6100,2023-09-05,CUST0084,Female,69,Clothing,4,173,692,Online,Credit Card,Bronze
6101,2023-01-25,CUST0575,Female,39,Sports,3,133,399,Store,Credit Card,Silver
6102,2023-04-28,CUST0378,Female,69,Clothing,2,148,296,Online,E-Wallet,Silver
6103,2023-05-23,CUST0620,Female,43,Beauty,1,104,104,Online,E-Wallet,Silver
6104,2023-05-09,CUST0417,Female,62,Sports,2,162,324,Store,E-Wallet,Bronze
6105,2023-06-11,CUST0018,Male,59,Sports,4,102,408,Store,E-Wallet,Silver
6106,2023-05-19,CUST0391,Female,65,Sports,2,74,148,Online,E-Wallet,Gold
6107,2023-01-11,CUST0434,Female,47,Home,4,113,452,Store,E-Wallet,Bronze
6108,2023-07-14,CUST0261,Male,33,Beauty,4,93,372,Store,Cash,Silver
6109,2023-08-10,CUST0326,Female,45,Beauty,4,63,252,Online,E-Wallet,Gold
6110,2023-02-07,CUST0489,Male,52,Home,3,231,693,Store,Cash,Gold
6111,2023-08-12,CUST1047,Male,38,Clothing,1,41,41,Store,Credit Card,Silver
6112,2023-02-08,CUST0224,Male,23,Sports,5,93,465,Store,Cash,Silver
6113,2023-03-16,CUST0481,Male,24,Sports,4,238,952,Online,Debit Card,Bronze
6114,2023-11-09,CUST0661,Female,28,Sports,1,58,58,Store,Credit Card,Gold
6115,2023-01-28,CUST1133,Male,62,Beauty,2,74,148,Online,Debit Card,Gold
6116,2023-03-30,CUST0154,Female,61,Electronics,5,510,2550,Store,Credit Card,Silver
6117,2023-07-25,CUST1087,Female,34,Home,1,70,70,Online,E-Wallet,Bronze
6118,2023-07-25,CUST0918,Female,56,Sports,2,202,404,Store,Cash,Gold
6119,2023-09-06,CUST0629,Female,23,Sports,3,82,246,Store,Credit Card,Bronze
6120,2023-07-30,CUST0967,Male,37,Electronics,5,397,1985,Online,Debit Card,Bronze
6121,2023-03-04,CUST0247,Male,68,Electronics,2,734,1468,Online,E-Wallet,Silver
6122,2023-03-27,CUST0281,Male,41,Home,3,123,369,Online,Credit Card,Gold
